location,date,vaccine,total_vaccinations
France,11/02/2022,Pfizer/BioNTech,107599537
France,12/02/2022,Johnson&Johnson,1088734
France,12/02/2022,Moderna,23210401
France,12/02/2022,Pfizer/BioNTech,107748726
France,13/02/2022,Johnson&Johnson,1088747
France,13/02/2022,Moderna,23216797
France,13/02/2022,Pfizer/BioNTech,107779516
France,14/02/2022,Johnson&Johnson,1088789
France,14/02/2022,Moderna,23254731
France,14/02/2022,Pfizer/BioNTech,107932674
France,15/02/2022,Johnson&Johnson,1088816
France,15/02/2022,Moderna,23290168
France,15/02/2022,Pfizer/BioNTech,108088272
France,16/02/2022,Johnson&Johnson,1088855
France,16/02/2022,Moderna,23318380
France,16/02/2022,Pfizer/BioNTech,108245704
France,17/02/2022,Johnson&Johnson,1088875
France,17/02/2022,Moderna,23336935
France,17/02/2022,Pfizer/BioNTech,108344966
France,18/02/2022,Johnson&Johnson,1088914
France,18/02/2022,Moderna,23363604
France,18/02/2022,Pfizer/BioNTech,108479338
France,19/02/2022,Johnson&Johnson,1088936
France,19/02/2022,Moderna,23377695
France,19/02/2022,Pfizer/BioNTech,108565556
France,20/02/2022,Johnson&Johnson,1088949
France,20/02/2022,Moderna,23379783
France,20/02/2022,Pfizer/BioNTech,108581482
France,21/02/2022,Johnson&Johnson,1088982
France,21/02/2022,Moderna,23392078
France,21/02/2022,Oxford/AstraZeneca,7863045
France,21/02/2022,Pfizer/BioNTech,108653457
France,22/02/2022,Johnson&Johnson,1089006
France,22/02/2022,Moderna,23404010
France,22/02/2022,Pfizer/BioNTech,108726055
France,23/02/2022,Johnson&Johnson,1089039
France,23/02/2022,Moderna,23416121
France,23/02/2022,Pfizer/BioNTech,108814973
France,24/02/2022,Johnson&Johnson,1089059
France,24/02/2022,Moderna,23425361
France,24/02/2022,Pfizer/BioNTech,108876083
France,25/02/2022,Johnson&Johnson,1089088
France,25/02/2022,Moderna,23440558
France,25/02/2022,Pfizer/BioNTech,108967619
France,26/02/2022,Johnson&Johnson,1089119
France,26/02/2022,Moderna,23448834
France,26/02/2022,Novavax,1
France,26/02/2022,Pfizer/BioNTech,109028857
France,27/02/2022,Johnson&Johnson,1089129
France,27/02/2022,Moderna,23450136
France,27/02/2022,Novavax,2
France,27/02/2022,Pfizer/BioNTech,109039523
France,28/02/2022,Johnson&Johnson,1089152
France,28/02/2022,Moderna,23457735
France,28/02/2022,Oxford/AstraZeneca,7863046
France,28/02/2022,Pfizer/BioNTech,109088445
France,1/03/2022,Johnson&Johnson,1089171
France,1/03/2022,Moderna,23465113
France,1/03/2022,Novavax,5
France,1/03/2022,Oxford/AstraZeneca,7863047
France,1/03/2022,Pfizer/BioNTech,109142313
France,2/03/2022,Johnson&Johnson,1089196
France,2/03/2022,Moderna,23472151
France,2/03/2022,Novavax,113
France,2/03/2022,Pfizer/BioNTech,109205984
France,3/03/2022,Johnson&Johnson,1089223
France,3/03/2022,Moderna,23477240
France,3/03/2022,Pfizer/BioNTech,109243334
France,4/03/2022,Johnson&Johnson,1089241
France,4/03/2022,Moderna,23483886
France,4/03/2022,Novavax,209
France,4/03/2022,Pfizer/BioNTech,109293341
France,5/03/2022,Johnson&Johnson,1089252
France,5/03/2022,Moderna,23487980
France,5/03/2022,Novavax,625
France,5/03/2022,Pfizer/BioNTech,109326463
France,6/03/2022,Johnson&Johnson,1089257
France,6/03/2022,Moderna,23488497
France,6/03/2022,Novavax,633
France,6/03/2022,Oxford/AstraZeneca,7863048
France,6/03/2022,Pfizer/BioNTech,109331106
France,7/03/2022,Johnson&Johnson,1089276
France,7/03/2022,Moderna,23491373
France,7/03/2022,Novavax,989
France,7/03/2022,Pfizer/BioNTech,109354746
France,8/03/2022,Johnson&Johnson,1089294
France,8/03/2022,Moderna,23494512
France,8/03/2022,Novavax,1233
France,8/03/2022,Oxford/AstraZeneca,7863049
France,8/03/2022,Pfizer/BioNTech,109379395
France,9/03/2022,Johnson&Johnson,1089312
France,9/03/2022,Moderna,23497765
France,9/03/2022,Novavax,1783
France,9/03/2022,Pfizer/BioNTech,109412337
France,10/03/2022,Johnson&Johnson,1089325
France,10/03/2022,Moderna,23500222
France,10/03/2022,Novavax,2009
France,10/03/2022,Pfizer/BioNTech,109434682
France,11/03/2022,Johnson&Johnson,1089344
France,11/03/2022,Moderna,23503978
France,11/03/2022,Novavax,2368
France,11/03/2022,Pfizer/BioNTech,109465594
France,12/03/2022,Johnson&Johnson,1089356
France,12/03/2022,Moderna,23506426
France,12/03/2022,Novavax,2912
France,12/03/2022,Pfizer/BioNTech,109489542
France,13/03/2022,Johnson&Johnson,1089365
France,13/03/2022,Moderna,23506759
France,13/03/2022,Novavax,2954
France,13/03/2022,Pfizer/BioNTech,109492833
France,14/03/2022,Johnson&Johnson,1089373
France,14/03/2022,Moderna,23509459
France,14/03/2022,Novavax,3161
France,14/03/2022,Pfizer/BioNTech,109515161
France,15/03/2022,Johnson&Johnson,1089392
France,15/03/2022,Moderna,23512443
France,15/03/2022,Novavax,3286
France,15/03/2022,Pfizer/BioNTech,109544022
France,16/03/2022,Johnson&Johnson,1089406
France,16/03/2022,Moderna,23516690
France,16/03/2022,Novavax,3616
France,16/03/2022,Pfizer/BioNTech,109582465
France,17/03/2022,Johnson&Johnson,1089415
France,17/03/2022,Moderna,23519802
France,17/03/2022,Novavax,3742
France,17/03/2022,Pfizer/BioNTech,109608675
France,18/03/2022,Johnson&Johnson,1089427
France,18/03/2022,Moderna,23524266
France,18/03/2022,Novavax,3967
France,18/03/2022,Pfizer/BioNTech,109650327
France,19/03/2022,Johnson&Johnson,1089430
France,19/03/2022,Moderna,23526846
France,19/03/2022,Novavax,4295
France,19/03/2022,Pfizer/BioNTech,109677038
France,20/03/2022,Johnson&Johnson,1089436
France,20/03/2022,Moderna,23527186
France,20/03/2022,Novavax,4315
France,20/03/2022,Oxford/AstraZeneca,7863050
France,20/03/2022,Pfizer/BioNTech,109680705
France,21/03/2022,Johnson&Johnson,1089447
France,21/03/2022,Moderna,23530292
France,21/03/2022,Novavax,4471
France,21/03/2022,Pfizer/BioNTech,109709736
France,22/03/2022,Johnson&Johnson,1089455
France,22/03/2022,Moderna,23534165
France,22/03/2022,Novavax,4583
France,22/03/2022,Pfizer/BioNTech,109745405
France,23/03/2022,Johnson&Johnson,1089470
France,23/03/2022,Moderna,23539380
France,23/03/2022,Novavax,4920
France,23/03/2022,Oxford/AstraZeneca,7863051
France,23/03/2022,Pfizer/BioNTech,109789724
France,24/03/2022,Johnson&Johnson,1089481
France,24/03/2022,Moderna,23542521
France,24/03/2022,Novavax,5039
France,24/03/2022,Pfizer/BioNTech,109820244
France,25/03/2022,Johnson&Johnson,1089488
France,25/03/2022,Moderna,23547259
France,25/03/2022,Novavax,5386
France,25/03/2022,Oxford/AstraZeneca,7863052
France,25/03/2022,Pfizer/BioNTech,109868761
France,26/03/2022,Johnson&Johnson,1089498
France,26/03/2022,Moderna,23550012
France,26/03/2022,Novavax,6020
France,26/03/2022,Pfizer/BioNTech,109896774
France,27/03/2022,Johnson&Johnson,1089502
France,27/03/2022,Moderna,23550321
France,27/03/2022,Novavax,6083
France,27/03/2022,Pfizer/BioNTech,109900848
France,28/03/2022,Johnson&Johnson,1089512
France,28/03/2022,Moderna,23553447
France,28/03/2022,Novavax,6501
France,28/03/2022,Pfizer/BioNTech,109930468
France,29/03/2022,Johnson&Johnson,1089526
France,29/03/2022,Moderna,23557605
France,29/03/2022,Novavax,6828
France,29/03/2022,Pfizer/BioNTech,109971206
France,30/03/2022,Johnson&Johnson,1089533
France,30/03/2022,Moderna,23562685
France,30/03/2022,Novavax,7621
France,30/03/2022,Pfizer/BioNTech,110016896
France,31/03/2022,Johnson&Johnson,1089544
France,31/03/2022,Moderna,23566682
France,31/03/2022,Novavax,7894
France,31/03/2022,Pfizer/BioNTech,110055849
France,1/04/2022,Johnson&Johnson,1089567
France,1/04/2022,Moderna,23571046
France,1/04/2022,Novavax,8252
France,1/04/2022,Pfizer/BioNTech,110109362
France,2/04/2022,Johnson&Johnson,1089575
France,2/04/2022,Moderna,23573024
France,2/04/2022,Novavax,8709
France,2/04/2022,Pfizer/BioNTech,110130290
France,3/04/2022,Johnson&Johnson,1089576
France,3/04/2022,Moderna,23573334
France,3/04/2022,Novavax,8747
France,3/04/2022,Pfizer/BioNTech,110133485
France,4/04/2022,Johnson&Johnson,1089588
France,4/04/2022,Moderna,23576134
France,4/04/2022,Novavax,9005
France,4/04/2022,Pfizer/BioNTech,110169539
France,5/04/2022,Johnson&Johnson,1089599
France,5/04/2022,Moderna,23580822
France,5/04/2022,Novavax,9255
France,5/04/2022,Pfizer/BioNTech,110218881
France,6/04/2022,Johnson&Johnson,1089606
France,6/04/2022,Moderna,23585002
France,6/04/2022,Novavax,9752
France,6/04/2022,Pfizer/BioNTech,110260876
France,7/04/2022,Johnson&Johnson,1089616
France,7/04/2022,Moderna,23589337
France,7/04/2022,Novavax,9999
France,7/04/2022,Pfizer/BioNTech,110308933
France,8/04/2022,Johnson&Johnson,1089623
France,8/04/2022,Moderna,23594796
France,8/04/2022,Novavax,10388
France,8/04/2022,Pfizer/BioNTech,110372985
France,9/04/2022,Johnson&Johnson,1089625
France,9/04/2022,Moderna,23597051
France,9/04/2022,Novavax,10690
France,9/04/2022,Pfizer/BioNTech,110397365
France,10/04/2022,Johnson&Johnson,1089629
France,10/04/2022,Moderna,23597442
France,10/04/2022,Novavax,10724
France,10/04/2022,Pfizer/BioNTech,110401991
France,11/04/2022,Johnson&Johnson,1089640
France,11/04/2022,Moderna,23600178
France,11/04/2022,Novavax,10935
France,11/04/2022,Pfizer/BioNTech,110438829
France,12/04/2022,Johnson&Johnson,1089651
France,12/04/2022,Moderna,23604580
France,12/04/2022,Novavax,11159
France,12/04/2022,Pfizer/BioNTech,110493958
France,13/04/2022,Johnson&Johnson,1089667
France,13/04/2022,Moderna,23608561
France,13/04/2022,Novavax,11508
France,13/04/2022,Pfizer/BioNTech,110541847
France,14/04/2022,Johnson&Johnson,1089680
France,14/04/2022,Moderna,23612666
France,14/04/2022,Novavax,11726
France,14/04/2022,Pfizer/BioNTech,110591608
France,15/04/2022,Johnson&Johnson,1089697
France,15/04/2022,Moderna,23616566
France,15/04/2022,Novavax,12051
France,15/04/2022,Oxford/AstraZeneca,7863053
France,15/04/2022,Pfizer/BioNTech,110644360
France,16/04/2022,Johnson&Johnson,1089698
France,16/04/2022,Moderna,23617838
France,16/04/2022,Novavax,12315
France,16/04/2022,Pfizer/BioNTech,110660656
France,17/04/2022,Johnson&Johnson,1089704
France,17/04/2022,Moderna,23617991
France,17/04/2022,Novavax,12336
France,17/04/2022,Pfizer/BioNTech,110663178
France,18/04/2022,Johnson&Johnson,1089714
France,18/04/2022,Moderna,23618229
France,18/04/2022,Novavax,12362
France,18/04/2022,Pfizer/BioNTech,110667506
France,19/04/2022,Johnson&Johnson,1089719
France,19/04/2022,Moderna,23621448
France,19/04/2022,Novavax,12578
France,19/04/2022,Pfizer/BioNTech,110711254
France,20/04/2022,Johnson&Johnson,1089740
France,20/04/2022,Moderna,23625069
France,20/04/2022,Novavax,12997
France,20/04/2022,Pfizer/BioNTech,110755081
France,21/04/2022,Johnson&Johnson,1089748
France,21/04/2022,Moderna,23628308
France,21/04/2022,Novavax,13213
France,21/04/2022,Pfizer/BioNTech,110803757
France,22/04/2022,Johnson&Johnson,1089752
France,22/04/2022,Moderna,23632029
France,22/04/2022,Novavax,13537
France,22/04/2022,Pfizer/BioNTech,110859343
France,23/04/2022,Johnson&Johnson,1089760
France,23/04/2022,Moderna,23633659
France,23/04/2022,Novavax,13774
France,23/04/2022,Pfizer/BioNTech,110878743
France,24/04/2022,Johnson&Johnson,1089763
France,24/04/2022,Moderna,23633870
France,24/04/2022,Novavax,13801
France,24/04/2022,Pfizer/BioNTech,110882288
France,25/04/2022,Johnson&Johnson,1089774
France,25/04/2022,Moderna,23636329
France,25/04/2022,Novavax,14030
France,25/04/2022,Pfizer/BioNTech,110915202
France,26/04/2022,Johnson&Johnson,1089786
France,26/04/2022,Moderna,23639686
France,26/04/2022,Novavax,14280
France,26/04/2022,Pfizer/BioNTech,110968555
France,27/04/2022,Johnson&Johnson,1089794
France,27/04/2022,Moderna,23642612
France,27/04/2022,Novavax,14658
France,27/04/2022,Pfizer/BioNTech,111012905
France,28/04/2022,Johnson&Johnson,1089808
France,28/04/2022,Moderna,23645799
France,28/04/2022,Novavax,14862
France,28/04/2022,Pfizer/BioNTech,111062653
France,29/04/2022,Johnson&Johnson,1089817
France,29/04/2022,Moderna,23648992
France,29/04/2022,Novavax,15240
France,29/04/2022,Pfizer/BioNTech,111118760
France,30/04/2022,Johnson&Johnson,1089821
France,30/04/2022,Moderna,23650196
France,30/04/2022,Novavax,15506
France,30/04/2022,Pfizer/BioNTech,111139859
France,1/05/2022,Moderna,23650377
France,1/05/2022,Novavax,15519
France,1/05/2022,Pfizer/BioNTech,111142127
France,2/05/2022,Johnson&Johnson,1089848
France,2/05/2022,Moderna,23652705
France,2/05/2022,Novavax,15685
France,2/05/2022,Pfizer/BioNTech,111174282
France,3/05/2022,Johnson&Johnson,1089858
France,3/05/2022,Moderna,23655875
France,3/05/2022,Novavax,15927
France,3/05/2022,Pfizer/BioNTech,111224630
France,4/05/2022,Johnson&Johnson,1089870
France,4/05/2022,Moderna,23658928
France,4/05/2022,Novavax,16249
France,4/05/2022,Pfizer/BioNTech,111264309
France,5/05/2022,Johnson&Johnson,1089879
France,5/05/2022,Moderna,23661842
France,5/05/2022,Novavax,16431
France,5/05/2022,Pfizer/BioNTech,111312713
France,6/05/2022,Johnson&Johnson,1089888
France,6/05/2022,Moderna,23665181
France,6/05/2022,Novavax,16712
France,6/05/2022,Pfizer/BioNTech,111367157
France,7/05/2022,Johnson&Johnson,1089889
France,7/05/2022,Moderna,23666294
France,7/05/2022,Novavax,16960
France,7/05/2022,Pfizer/BioNTech,111384866
France,8/05/2022,Johnson&Johnson,1089891
France,8/05/2022,Moderna,23666574
France,8/05/2022,Novavax,16999
France,8/05/2022,Pfizer/BioNTech,111387935
France,9/05/2022,Johnson&Johnson,1089898
France,9/05/2022,Moderna,23668489
France,9/05/2022,Novavax,17179
France,9/05/2022,Pfizer/BioNTech,111419730
France,10/05/2022,Johnson&Johnson,1089904
France,10/05/2022,Moderna,23671641
France,10/05/2022,Novavax,17393
France,10/05/2022,Pfizer/BioNTech,111474170
France,11/05/2022,Johnson&Johnson,1089914
France,11/05/2022,Moderna,23674618
France,11/05/2022,Novavax,17672
France,11/05/2022,Pfizer/BioNTech,111514629
France,12/05/2022,Johnson&Johnson,1089928
France,12/05/2022,Moderna,23677844
France,12/05/2022,Novavax,17865
France,12/05/2022,Pfizer/BioNTech,111562687
France,13/05/2022,Johnson&Johnson,1089931
France,13/05/2022,Moderna,23681246
France,13/05/2022,Novavax,18155
France,13/05/2022,Pfizer/BioNTech,111615943
France,14/05/2022,Johnson&Johnson,1089933
France,14/05/2022,Moderna,23682450
France,14/05/2022,Novavax,18309
France,14/05/2022,Oxford/AstraZeneca,7863054
France,14/05/2022,Pfizer/BioNTech,111634096
France,15/05/2022,Johnson&Johnson,1089937
France,15/05/2022,Moderna,23682695
France,15/05/2022,Novavax,18328
France,15/05/2022,Pfizer/BioNTech,111637309
France,16/05/2022,Johnson&Johnson,1089946
France,16/05/2022,Moderna,23684499
France,16/05/2022,Novavax,18455
France,16/05/2022,Pfizer/BioNTech,111668384
France,17/05/2022,Johnson&Johnson,1089954
France,17/05/2022,Moderna,23687155
France,17/05/2022,Novavax,18667
France,17/05/2022,Pfizer/BioNTech,111719419
France,18/05/2022,Johnson&Johnson,1089963
France,18/05/2022,Moderna,23689490
France,18/05/2022,Novavax,18920
France,18/05/2022,Pfizer/BioNTech,111758153
France,19/05/2022,Johnson&Johnson,1089971
France,19/05/2022,Moderna,23692264
France,19/05/2022,Novavax,19115
France,19/05/2022,Pfizer/BioNTech,111805714
France,20/05/2022,Johnson&Johnson,1089981
France,20/05/2022,Moderna,23695127
France,20/05/2022,Novavax,19371
France,20/05/2022,Pfizer/BioNTech,111860374
France,21/05/2022,Johnson&Johnson,1089984
France,21/05/2022,Moderna,23696186
France,21/05/2022,Novavax,19549
France,21/05/2022,Pfizer/BioNTech,111877570
France,22/05/2022,Johnson&Johnson,1089985
France,22/05/2022,Moderna,23696323
France,22/05/2022,Novavax,19585
France,22/05/2022,Pfizer/BioNTech,111880450
France,23/05/2022,Johnson&Johnson,1089987
France,23/05/2022,Moderna,23697971
France,23/05/2022,Novavax,19740
France,23/05/2022,Pfizer/BioNTech,111911203
France,24/05/2022,Johnson&Johnson,1089994
France,24/05/2022,Moderna,23700475
France,24/05/2022,Novavax,19965
France,24/05/2022,Pfizer/BioNTech,111963021
France,25/05/2022,Johnson&Johnson,1090000
France,25/05/2022,Moderna,23702381
France,25/05/2022,Novavax,20243
France,25/05/2022,Pfizer/BioNTech,111999677
France,26/05/2022,Johnson&Johnson,1090006
France,26/05/2022,Moderna,23702546
France,26/05/2022,Novavax,20262
France,26/05/2022,Pfizer/BioNTech,112003000
France,27/05/2022,Johnson&Johnson,1090010
France,27/05/2022,Moderna,23703988
France,27/05/2022,Novavax,20520
France,27/05/2022,Pfizer/BioNTech,112035720
France,28/05/2022,Johnson&Johnson,1090011
France,28/05/2022,Moderna,23704541
France,28/05/2022,Novavax,20655
France,28/05/2022,Pfizer/BioNTech,112047686
France,29/05/2022,Johnson&Johnson,1090013
France,29/05/2022,Moderna,23704656
France,29/05/2022,Novavax,20673
France,29/05/2022,Pfizer/BioNTech,112049697
France,30/05/2022,Johnson&Johnson,1090022
France,30/05/2022,Moderna,23706010
France,30/05/2022,Novavax,20824
France,30/05/2022,Pfizer/BioNTech,112077469
France,31/05/2022,Johnson&Johnson,1090025
France,31/05/2022,Moderna,23708063
France,31/05/2022,Novavax,21025
France,31/05/2022,Pfizer/BioNTech,112124709
France,1/06/2022,Johnson&Johnson,1090048
France,1/06/2022,Moderna,23709921
France,1/06/2022,Novavax,21222
France,1/06/2022,Pfizer/BioNTech,112163057
France,2/06/2022,Johnson&Johnson,1090064
France,2/06/2022,Moderna,23712268
France,2/06/2022,Novavax,21382
France,2/06/2022,Pfizer/BioNTech,112211545
France,3/06/2022,Johnson&Johnson,1090077
France,3/06/2022,Moderna,23714769
France,3/06/2022,Novavax,21630
France,3/06/2022,Pfizer/BioNTech,112265752
France,4/06/2022,Johnson&Johnson,1090080
France,4/06/2022,Moderna,23715648
France,4/06/2022,Novavax,21754
France,4/06/2022,Pfizer/BioNTech,112281398
France,5/06/2022,Johnson&Johnson,1090081
France,5/06/2022,Moderna,23715798
France,5/06/2022,Novavax,21788
France,5/06/2022,Pfizer/BioNTech,112283714
France,6/06/2022,Johnson&Johnson,1090092
France,6/06/2022,Moderna,23716020
France,6/06/2022,Novavax,21803
France,6/06/2022,Pfizer/BioNTech,112289071
France,7/06/2022,Johnson&Johnson,1090102
France,7/06/2022,Moderna,23718543
France,7/06/2022,Novavax,21979
France,7/06/2022,Pfizer/BioNTech,112336029
France,8/06/2022,Johnson&Johnson,1090110
France,8/06/2022,Moderna,23720375
France,8/06/2022,Novavax,22199
France,8/06/2022,Pfizer/BioNTech,112376222
France,9/06/2022,Johnson&Johnson,1090113
France,9/06/2022,Moderna,23723171
France,9/06/2022,Novavax,22373
France,9/06/2022,Pfizer/BioNTech,112427116
France,10/06/2022,Johnson&Johnson,1090120
France,10/06/2022,Moderna,23725766
France,10/06/2022,Novavax,22618
France,10/06/2022,Pfizer/BioNTech,112487030
France,11/06/2022,Johnson&Johnson,1090121
France,11/06/2022,Moderna,23726711
France,11/06/2022,Novavax,22779
France,11/06/2022,Pfizer/BioNTech,112505683
France,12/06/2022,Johnson&Johnson,1090127
France,12/06/2022,Moderna,23726903
France,12/06/2022,Novavax,22800
France,12/06/2022,Pfizer/BioNTech,112508957
France,13/06/2022,Johnson&Johnson,1090138
France,13/06/2022,Moderna,23728411
France,13/06/2022,Novavax,22952
France,13/06/2022,Oxford/AstraZeneca,7863055
France,13/06/2022,Pfizer/BioNTech,112541105
France,14/06/2022,Johnson&Johnson,1090145
France,14/06/2022,Moderna,23731323
France,14/06/2022,Novavax,23163
France,14/06/2022,Pfizer/BioNTech,112597270
France,15/06/2022,Johnson&Johnson,1090162
France,15/06/2022,Moderna,23733531
France,15/06/2022,Novavax,23344
France,15/06/2022,Pfizer/BioNTech,112639112
France,16/06/2022,Johnson&Johnson,1090169
France,16/06/2022,Moderna,23735701
France,16/06/2022,Novavax,23455
France,16/06/2022,Pfizer/BioNTech,112689911
France,17/06/2022,Johnson&Johnson,1090176
France,17/06/2022,Moderna,23738318
