location,date,vaccine,total_vaccinations
South Korea,13/04/2021,Oxford/AstraZeneca,867467
South Korea,13/04/2021,Pfizer/BioNTech,387439
South Korea,14/04/2021,Johnson&Johnson,16232
South Korea,14/04/2021,Moderna,30329
South Korea,14/04/2021,Oxford/AstraZeneca,880583
South Korea,14/04/2021,Pfizer/BioNTech,418457
South Korea,15/04/2021,Johnson&Johnson,16237
South Korea,15/04/2021,Moderna,30985
South Korea,15/04/2021,Oxford/AstraZeneca,899227
South Korea,15/04/2021,Pfizer/BioNTech,488200
South Korea,16/04/2021,Johnson&Johnson,16252
South Korea,16/04/2021,Moderna,31701
South Korea,16/04/2021,Oxford/AstraZeneca,925648
South Korea,16/04/2021,Pfizer/BioNTech,561099
South Korea,17/04/2021,Johnson&Johnson,16256
South Korea,17/04/2021,Moderna,32155
South Korea,17/04/2021,Oxford/AstraZeneca,927030
South Korea,17/04/2021,Pfizer/BioNTech,588841
South Korea,18/04/2021,Johnson&Johnson,16261
South Korea,18/04/2021,Moderna,32384
South Korea,18/04/2021,Oxford/AstraZeneca,927071
South Korea,18/04/2021,Pfizer/BioNTech,594300
South Korea,19/04/2021,Johnson&Johnson,16266
South Korea,19/04/2021,Moderna,32869
South Korea,19/04/2021,Oxford/AstraZeneca,970455
South Korea,19/04/2021,Pfizer/BioNTech,669175
South Korea,20/04/2021,Johnson&Johnson,16270
South Korea,20/04/2021,Moderna,33537
South Korea,20/04/2021,Oxford/AstraZeneca,1018394
South Korea,20/04/2021,Pfizer/BioNTech,747659
South Korea,21/04/2021,Johnson&Johnson,16297
South Korea,21/04/2021,Moderna,34273
South Korea,21/04/2021,Oxford/AstraZeneca,1065636
South Korea,21/04/2021,Pfizer/BioNTech,828578
South Korea,22/04/2021,Johnson&Johnson,16300
South Korea,22/04/2021,Moderna,35075
South Korea,22/04/2021,Oxford/AstraZeneca,1118507
South Korea,22/04/2021,Pfizer/BioNTech,920594
South Korea,23/04/2021,Johnson&Johnson,16310
South Korea,23/04/2021,Moderna,35760
South Korea,23/04/2021,Oxford/AstraZeneca,1201330
South Korea,23/04/2021,Pfizer/BioNTech,1012663
South Korea,24/04/2021,Johnson&Johnson,16313
South Korea,24/04/2021,Moderna,36188
South Korea,24/04/2021,Oxford/AstraZeneca,1235499
South Korea,24/04/2021,Pfizer/BioNTech,1048491
South Korea,25/04/2021,Johnson&Johnson,16320
South Korea,25/04/2021,Moderna,36402
South Korea,25/04/2021,Oxford/AstraZeneca,1236795
South Korea,25/04/2021,Pfizer/BioNTech,1054504
South Korea,26/04/2021,Johnson&Johnson,16336
South Korea,26/04/2021,Moderna,36853
South Korea,26/04/2021,Oxford/AstraZeneca,1293652
South Korea,26/04/2021,Pfizer/BioNTech,1156190
South Korea,27/04/2021,Johnson&Johnson,16374
South Korea,27/04/2021,Moderna,37410
South Korea,27/04/2021,Oxford/AstraZeneca,1365881
South Korea,27/04/2021,Pfizer/BioNTech,1275688
South Korea,28/04/2021,Johnson&Johnson,16406
South Korea,28/04/2021,Moderna,38003
South Korea,28/04/2021,Oxford/AstraZeneca,1465267
South Korea,28/04/2021,Pfizer/BioNTech,1420466
South Korea,29/04/2021,Johnson&Johnson,16457
South Korea,29/04/2021,Moderna,38614
South Korea,29/04/2021,Oxford/AstraZeneca,1585507
South Korea,29/04/2021,Pfizer/BioNTech,1582984
South Korea,30/04/2021,Johnson&Johnson,17494
South Korea,30/04/2021,Moderna,39205
South Korea,30/04/2021,Oxford/AstraZeneca,1726966
South Korea,30/04/2021,Pfizer/BioNTech,1739842
South Korea,1/05/2021,Johnson&Johnson,17615
South Korea,1/05/2021,Moderna,39567
South Korea,1/05/2021,Oxford/AstraZeneca,1751038
South Korea,1/05/2021,Pfizer/BioNTech,1763617
South Korea,2/05/2021,Johnson&Johnson,17637
South Korea,2/05/2021,Moderna,39767
South Korea,2/05/2021,Oxford/AstraZeneca,1751455
South Korea,2/05/2021,Pfizer/BioNTech,1765963
South Korea,3/05/2021,Johnson&Johnson,18405
South Korea,3/05/2021,Moderna,40153
South Korea,3/05/2021,Oxford/AstraZeneca,1801755
South Korea,3/05/2021,Pfizer/BioNTech,1829181
South Korea,4/05/2021,Johnson&Johnson,19050
South Korea,4/05/2021,Moderna,40705
South Korea,4/05/2021,Oxford/AstraZeneca,1845551
South Korea,4/05/2021,Pfizer/BioNTech,1888597
South Korea,5/05/2021,Johnson&Johnson,19214
South Korea,5/05/2021,Moderna,41518
South Korea,5/05/2021,Oxford/AstraZeneca,1846359
South Korea,5/05/2021,Pfizer/BioNTech,1918351
South Korea,6/05/2021,Johnson&Johnson,19786
South Korea,6/05/2021,Moderna,42025
South Korea,6/05/2021,Oxford/AstraZeneca,1893082
South Korea,6/05/2021,Pfizer/BioNTech,1998461
South Korea,7/05/2021,Johnson&Johnson,20328
South Korea,7/05/2021,Moderna,42569
South Korea,7/05/2021,Oxford/AstraZeneca,1931450
South Korea,7/05/2021,Pfizer/BioNTech,2080674
South Korea,8/05/2021,Johnson&Johnson,20370
South Korea,8/05/2021,Moderna,43041
South Korea,8/05/2021,Oxford/AstraZeneca,1940809
South Korea,8/05/2021,Pfizer/BioNTech,2110718
South Korea,9/05/2021,Johnson&Johnson,20398
South Korea,9/05/2021,Moderna,43250
South Korea,9/05/2021,Oxford/AstraZeneca,1940849
South Korea,9/05/2021,Pfizer/BioNTech,2116174
South Korea,10/05/2021,Johnson&Johnson,20886
South Korea,10/05/2021,Moderna,43816
South Korea,10/05/2021,Oxford/AstraZeneca,1948071
South Korea,10/05/2021,Pfizer/BioNTech,2196047
South Korea,11/05/2021,Johnson&Johnson,21287
South Korea,11/05/2021,Moderna,44397
South Korea,11/05/2021,Oxford/AstraZeneca,1952456
South Korea,11/05/2021,Pfizer/BioNTech,2277323
South Korea,12/05/2021,Johnson&Johnson,21503
South Korea,12/05/2021,Moderna,45150
South Korea,12/05/2021,Oxford/AstraZeneca,1956087
South Korea,12/05/2021,Pfizer/BioNTech,2359286
South Korea,13/05/2021,Johnson&Johnson,21910
South Korea,13/05/2021,Moderna,45652
South Korea,13/05/2021,Oxford/AstraZeneca,1960126
South Korea,13/05/2021,Pfizer/BioNTech,2438801
South Korea,14/05/2021,Johnson&Johnson,22319
South Korea,14/05/2021,Moderna,46311
South Korea,14/05/2021,Oxford/AstraZeneca,1967641
South Korea,14/05/2021,Pfizer/BioNTech,2519444
South Korea,15/05/2021,Johnson&Johnson,22384
South Korea,15/05/2021,Moderna,46752
South Korea,15/05/2021,Oxford/AstraZeneca,1968354
South Korea,15/05/2021,Pfizer/BioNTech,2550032
South Korea,16/05/2021,Johnson&Johnson,22409
South Korea,16/05/2021,Moderna,47028
South Korea,16/05/2021,Oxford/AstraZeneca,1968451
South Korea,16/05/2021,Pfizer/BioNTech,2555852
South Korea,17/05/2021,Johnson&Johnson,22629
South Korea,17/05/2021,Moderna,47392
South Korea,17/05/2021,Oxford/AstraZeneca,1987080
South Korea,17/05/2021,Pfizer/BioNTech,2646766
South Korea,18/05/2021,Johnson&Johnson,22778
South Korea,18/05/2021,Moderna,47861
South Korea,18/05/2021,Oxford/AstraZeneca,2029784
South Korea,18/05/2021,Pfizer/BioNTech,2752928
South Korea,19/05/2021,Johnson&Johnson,22832
South Korea,19/05/2021,Moderna,48462
South Korea,19/05/2021,Oxford/AstraZeneca,2030992
South Korea,19/05/2021,Pfizer/BioNTech,2843449
South Korea,20/05/2021,Johnson&Johnson,23029
South Korea,20/05/2021,Moderna,48987
South Korea,20/05/2021,Oxford/AstraZeneca,2100174
South Korea,20/05/2021,Pfizer/BioNTech,2988951
South Korea,21/05/2021,Johnson&Johnson,23390
South Korea,21/05/2021,Moderna,49495
South Korea,21/05/2021,Oxford/AstraZeneca,2191566
South Korea,21/05/2021,Pfizer/BioNTech,3129957
South Korea,22/05/2021,Johnson&Johnson,23480
South Korea,22/05/2021,Moderna,49836
South Korea,22/05/2021,Oxford/AstraZeneca,2208557
South Korea,22/05/2021,Pfizer/BioNTech,3154054
South Korea,23/05/2021,Johnson&Johnson,23497
South Korea,23/05/2021,Moderna,50044
South Korea,23/05/2021,Oxford/AstraZeneca,2208917
South Korea,23/05/2021,Pfizer/BioNTech,3157324
South Korea,24/05/2021,Johnson&Johnson,23692
South Korea,24/05/2021,Moderna,50379
South Korea,24/05/2021,Oxford/AstraZeneca,2269638
South Korea,24/05/2021,Pfizer/BioNTech,3266772
South Korea,25/05/2021,Johnson&Johnson,23916
South Korea,25/05/2021,Moderna,50765
South Korea,25/05/2021,Oxford/AstraZeneca,2331191
South Korea,25/05/2021,Pfizer/BioNTech,3371071
South Korea,26/05/2021,Johnson&Johnson,24070
South Korea,26/05/2021,Moderna,51144
South Korea,26/05/2021,Oxford/AstraZeneca,2387574
South Korea,26/05/2021,Pfizer/BioNTech,3465181
South Korea,27/05/2021,Johnson&Johnson,24464
South Korea,27/05/2021,Moderna,51517
South Korea,27/05/2021,Oxford/AstraZeneca,3003780
South Korea,27/05/2021,Pfizer/BioNTech,3555551
South Korea,28/05/2021,Johnson&Johnson,24542
South Korea,28/05/2021,Moderna,51973
South Korea,28/05/2021,Oxford/AstraZeneca,3521087
South Korea,28/05/2021,Pfizer/BioNTech,3640465
South Korea,29/05/2021,Johnson&Johnson,24591
South Korea,29/05/2021,Moderna,52240
South Korea,29/05/2021,Oxford/AstraZeneca,3675602
South Korea,29/05/2021,Pfizer/BioNTech,3658605
South Korea,30/05/2021,Johnson&Johnson,24616
South Korea,30/05/2021,Moderna,52402
South Korea,30/05/2021,Oxford/AstraZeneca,3679771
South Korea,30/05/2021,Pfizer/BioNTech,3660125
South Korea,31/05/2021,Johnson&Johnson,24674
South Korea,31/05/2021,Moderna,52546
South Korea,31/05/2021,Oxford/AstraZeneca,3980767
South Korea,31/05/2021,Pfizer/BioNTech,3765518
South Korea,1/06/2021,Johnson&Johnson,24831
South Korea,1/06/2021,Moderna,53114
South Korea,1/06/2021,Oxford/AstraZeneca,4456644
South Korea,1/06/2021,Pfizer/BioNTech,3874249
South Korea,2/06/2021,Johnson&Johnson,24964
South Korea,2/06/2021,Moderna,53395
South Korea,2/06/2021,Oxford/AstraZeneca,4750603
South Korea,2/06/2021,Pfizer/BioNTech,3979139
South Korea,3/06/2021,Johnson&Johnson,25072
South Korea,3/06/2021,Moderna,54204
South Korea,3/06/2021,Oxford/AstraZeneca,5018030
South Korea,3/06/2021,Pfizer/BioNTech,4075171
South Korea,4/06/2021,Johnson&Johnson,25310
South Korea,4/06/2021,Moderna,54509
South Korea,4/06/2021,Oxford/AstraZeneca,5323790
South Korea,4/06/2021,Pfizer/BioNTech,4163256
South Korea,5/06/2021,Johnson&Johnson,25380
South Korea,5/06/2021,Moderna,54787
South Korea,5/06/2021,Oxford/AstraZeneca,5441221
South Korea,5/06/2021,Pfizer/BioNTech,4187877
South Korea,6/06/2021,Johnson&Johnson,25408
South Korea,6/06/2021,Moderna,54855
South Korea,6/06/2021,Oxford/AstraZeneca,5443684
South Korea,6/06/2021,Pfizer/BioNTech,4189522
South Korea,7/06/2021,Johnson&Johnson,25563
South Korea,7/06/2021,Moderna,55100
South Korea,7/06/2021,Oxford/AstraZeneca,6198771
South Korea,7/06/2021,Pfizer/BioNTech,4338696
South Korea,8/06/2021,Johnson&Johnson,25679
South Korea,8/06/2021,Moderna,55481
South Korea,8/06/2021,Oxford/AstraZeneca,6818728
South Korea,8/06/2021,Pfizer/BioNTech,4478619
South Korea,9/06/2021,Johnson&Johnson,25859
South Korea,9/06/2021,Moderna,55743
South Korea,9/06/2021,Oxford/AstraZeneca,7300292
South Korea,9/06/2021,Pfizer/BioNTech,4603659
South Korea,10/06/2021,Johnson&Johnson,278734
South Korea,10/06/2021,Moderna,56348
South Korea,10/06/2021,Oxford/AstraZeneca,7728128
South Korea,10/06/2021,Pfizer/BioNTech,4714150
South Korea,11/06/2021,Johnson&Johnson,481158
South Korea,11/06/2021,Moderna,56654
South Korea,11/06/2021,Oxford/AstraZeneca,8275902
South Korea,11/06/2021,Pfizer/BioNTech,4818024
South Korea,12/06/2021,Johnson&Johnson,595344
South Korea,12/06/2021,Moderna,56849
South Korea,12/06/2021,Oxford/AstraZeneca,8532969
South Korea,12/06/2021,Pfizer/BioNTech,4839678
South Korea,13/06/2021,Johnson&Johnson,607145
South Korea,13/06/2021,Moderna,56979
South Korea,13/06/2021,Oxford/AstraZeneca,8548498
South Korea,13/06/2021,Pfizer/BioNTech,4841293
South Korea,14/06/2021,Johnson&Johnson,779487
South Korea,14/06/2021,Moderna,57232
South Korea,14/06/2021,Oxford/AstraZeneca,9118865
South Korea,14/06/2021,Pfizer/BioNTech,4942324
South Korea,15/06/2021,Johnson&Johnson,892172
South Korea,15/06/2021,Moderna,57540
South Korea,15/06/2021,Oxford/AstraZeneca,9617056
South Korea,15/06/2021,Pfizer/BioNTech,5062766
South Korea,16/06/2021,Johnson&Johnson,1070279
South Korea,16/06/2021,Moderna,57744
South Korea,16/06/2021,Oxford/AstraZeneca,9975007
South Korea,16/06/2021,Pfizer/BioNTech,5188528
South Korea,17/06/2021,Johnson&Johnson,1096525
South Korea,17/06/2021,Moderna,58107
South Korea,17/06/2021,Oxford/AstraZeneca,10352889
South Korea,17/06/2021,Pfizer/BioNTech,5321317
South Korea,18/06/2021,Johnson&Johnson,1127818
South Korea,18/06/2021,Moderna,58658
South Korea,18/06/2021,Oxford/AstraZeneca,10813100
South Korea,18/06/2021,Pfizer/BioNTech,5456335
South Korea,19/06/2021,Johnson&Johnson,1146914
South Korea,19/06/2021,Moderna,58858
South Korea,19/06/2021,Oxford/AstraZeneca,11002075
South Korea,19/06/2021,Pfizer/BioNTech,5481116
South Korea,20/06/2021,Johnson&Johnson,1147359
South Korea,20/06/2021,Moderna,59040
South Korea,20/06/2021,Oxford/AstraZeneca,11002289
South Korea,20/06/2021,Pfizer/BioNTech,5482984
South Korea,21/06/2021,Johnson&Johnson,1151124
South Korea,21/06/2021,Moderna,60084
South Korea,21/06/2021,Oxford/AstraZeneca,11016479
South Korea,21/06/2021,Pfizer/BioNTech,5619371
South Korea,22/06/2021,Johnson&Johnson,1154106
South Korea,22/06/2021,Moderna,61507
South Korea,22/06/2021,Oxford/AstraZeneca,11032943
South Korea,22/06/2021,Pfizer/BioNTech,5763070
South Korea,23/06/2021,Johnson&Johnson,1155636
South Korea,23/06/2021,Moderna,64936
South Korea,23/06/2021,Oxford/AstraZeneca,11048116
South Korea,23/06/2021,Pfizer/BioNTech,5900002
South Korea,24/06/2021,Johnson&Johnson,1156461
South Korea,24/06/2021,Moderna,68806
South Korea,24/06/2021,Oxford/AstraZeneca,11062007
South Korea,24/06/2021,Pfizer/BioNTech,6029590
South Korea,25/06/2021,Johnson&Johnson,1157126
South Korea,25/06/2021,Moderna,79115
South Korea,25/06/2021,Oxford/AstraZeneca,11076831
South Korea,25/06/2021,Pfizer/BioNTech,6161293
South Korea,26/06/2021,Johnson&Johnson,1157300
South Korea,26/06/2021,Moderna,80268
South Korea,26/06/2021,Oxford/AstraZeneca,11077651
South Korea,26/06/2021,Pfizer/BioNTech,6194899
South Korea,27/06/2021,Johnson&Johnson,1157355
South Korea,27/06/2021,Moderna,80540
South Korea,27/06/2021,Oxford/AstraZeneca,11077833
South Korea,27/06/2021,Pfizer/BioNTech,6196616
South Korea,28/06/2021,Johnson&Johnson,1158330
South Korea,28/06/2021,Moderna,85473
South Korea,28/06/2021,Oxford/AstraZeneca,11086245
South Korea,28/06/2021,Pfizer/BioNTech,6335080
South Korea,29/06/2021,Johnson&Johnson,1159449
South Korea,29/06/2021,Moderna,94299
South Korea,29/06/2021,Oxford/AstraZeneca,11098054
South Korea,29/06/2021,Pfizer/BioNTech,6469164
South Korea,30/06/2021,Johnson&Johnson,1160732
South Korea,30/06/2021,Moderna,100292
South Korea,30/06/2021,Oxford/AstraZeneca,11109895
South Korea,30/06/2021,Pfizer/BioNTech,6596323
South Korea,1/07/2021,Johnson&Johnson,1161936
South Korea,1/07/2021,Moderna,102020
South Korea,1/07/2021,Oxford/AstraZeneca,11123596
South Korea,1/07/2021,Pfizer/BioNTech,6701982
South Korea,2/07/2021,Johnson&Johnson,1163151
South Korea,2/07/2021,Moderna,104045
South Korea,2/07/2021,Oxford/AstraZeneca,11142361
South Korea,2/07/2021,Pfizer/BioNTech,6803878
South Korea,3/07/2021,Johnson&Johnson,1163606
South Korea,3/07/2021,Moderna,105336
South Korea,3/07/2021,Oxford/AstraZeneca,11143285
South Korea,3/07/2021,Pfizer/BioNTech,6820840
South Korea,4/07/2021,Johnson&Johnson,1163640
South Korea,4/07/2021,Moderna,105593
South Korea,4/07/2021,Oxford/AstraZeneca,11143354
South Korea,4/07/2021,Pfizer/BioNTech,6822484
South Korea,5/07/2021,Johnson&Johnson,1163697
South Korea,5/07/2021,Moderna,109206
South Korea,5/07/2021,Oxford/AstraZeneca,11149173
South Korea,5/07/2021,Pfizer/BioNTech,6945361
South Korea,6/07/2021,Johnson&Johnson,1163803
South Korea,6/07/2021,Moderna,114252
South Korea,6/07/2021,Oxford/AstraZeneca,11156176
South Korea,6/07/2021,Pfizer/BioNTech,7063422
South Korea,7/07/2021,Johnson&Johnson,1163955
South Korea,7/07/2021,Moderna,118847
South Korea,7/07/2021,Oxford/AstraZeneca,11163333
South Korea,7/07/2021,Pfizer/BioNTech,7176979
South Korea,8/07/2021,Johnson&Johnson,1164077
South Korea,8/07/2021,Moderna,124424
South Korea,8/07/2021,Oxford/AstraZeneca,11172397
South Korea,8/07/2021,Pfizer/BioNTech,7307670
South Korea,9/07/2021,Johnson&Johnson,1164200
South Korea,9/07/2021,Moderna,131705
South Korea,9/07/2021,Oxford/AstraZeneca,11184112
South Korea,9/07/2021,Pfizer/BioNTech,7497100
South Korea,10/07/2021,Johnson&Johnson,1164268
South Korea,10/07/2021,Moderna,132151
South Korea,10/07/2021,Oxford/AstraZeneca,11184668
South Korea,10/07/2021,Pfizer/BioNTech,7550271
South Korea,11/07/2021,Johnson&Johnson,1164291
South Korea,11/07/2021,Moderna,132480
South Korea,11/07/2021,Oxford/AstraZeneca,11184751
South Korea,11/07/2021,Pfizer/BioNTech,7552912
South Korea,12/07/2021,Johnson&Johnson,1164363
South Korea,12/07/2021,Moderna,133061
South Korea,12/07/2021,Oxford/AstraZeneca,11188943
South Korea,12/07/2021,Pfizer/BioNTech,7673924
South Korea,13/07/2021,Johnson&Johnson,1164467
South Korea,13/07/2021,Moderna,133852
South Korea,13/07/2021,Oxford/AstraZeneca,11194913
South Korea,13/07/2021,Pfizer/BioNTech,7886061
South Korea,14/07/2021,Johnson&Johnson,1164558
South Korea,14/07/2021,Moderna,135020
South Korea,14/07/2021,Oxford/AstraZeneca,11202955
South Korea,14/07/2021,Pfizer/BioNTech,8111968
South Korea,15/07/2021,Johnson&Johnson,1164661
South Korea,15/07/2021,Moderna,135587
South Korea,15/07/2021,Oxford/AstraZeneca,11216264
South Korea,15/07/2021,Pfizer/BioNTech,8364916
South Korea,16/07/2021,Johnson&Johnson,1164779
South Korea,16/07/2021,Moderna,136237
South Korea,16/07/2021,Oxford/AstraZeneca,11232643
South Korea,16/07/2021,Pfizer/BioNTech,8668081
South Korea,17/07/2021,Johnson&Johnson,1164841
South Korea,17/07/2021,Moderna,136618
South Korea,17/07/2021,Oxford/AstraZeneca,11232982
South Korea,17/07/2021,Pfizer/BioNTech,8740359
South Korea,18/07/2021,Johnson&Johnson,1164864
South Korea,18/07/2021,Moderna,136881
South Korea,18/07/2021,Oxford/AstraZeneca,11233098
South Korea,18/07/2021,Pfizer/BioNTech,8744341
South Korea,19/07/2021,Johnson&Johnson,1164993
South Korea,19/07/2021,Moderna,137801
South Korea,19/07/2021,Oxford/AstraZeneca,11238003
South Korea,19/07/2021,Pfizer/BioNTech,8970978
South Korea,20/07/2021,Johnson&Johnson,1165108
South Korea,20/07/2021,Moderna,139378
South Korea,20/07/2021,Oxford/AstraZeneca,11244401
South Korea,20/07/2021,Pfizer/BioNTech,9175879
South Korea,21/07/2021,Johnson&Johnson,1165243
South Korea,21/07/2021,Moderna,142372
South Korea,21/07/2021,Oxford/AstraZeneca,11249069
South Korea,21/07/2021,Pfizer/BioNTech,9348720
South Korea,22/07/2021,Johnson&Johnson,1165318
South Korea,22/07/2021,Moderna,144644
South Korea,22/07/2021,Oxford/AstraZeneca,11255366
South Korea,22/07/2021,Pfizer/BioNTech,9541933
South Korea,23/07/2021,Johnson&Johnson,1165441
South Korea,23/07/2021,Moderna,153821
South Korea,23/07/2021,Oxford/AstraZeneca,11262725
South Korea,23/07/2021,Pfizer/BioNTech,9733384
South Korea,24/07/2021,Johnson&Johnson,1165516
South Korea,24/07/2021,Moderna,154896
South Korea,24/07/2021,Oxford/AstraZeneca,11262964
South Korea,24/07/2021,Pfizer/BioNTech,9774209
South Korea,25/07/2021,Johnson&Johnson,1165561
South Korea,25/07/2021,Moderna,155147
South Korea,25/07/2021,Oxford/AstraZeneca,11263154
South Korea,25/07/2021,Pfizer/BioNTech,9776837
South Korea,26/07/2021,Johnson&Johnson,1165796
South Korea,26/07/2021,Moderna,435415
South Korea,26/07/2021,Oxford/AstraZeneca,11266381
South Korea,26/07/2021,Pfizer/BioNTech,10177773
South Korea,27/07/2021,Johnson&Johnson,1165943
South Korea,27/07/2021,Moderna,585305
South Korea,27/07/2021,Oxford/AstraZeneca,11269107
South Korea,27/07/2021,Pfizer/BioNTech,10456790
South Korea,28/07/2021,Johnson&Johnson,1166074
South Korea,28/07/2021,Moderna,684381
South Korea,28/07/2021,Oxford/AstraZeneca,11271519
South Korea,28/07/2021,Pfizer/BioNTech,10879047
South Korea,29/07/2021,Johnson&Johnson,1166207
South Korea,29/07/2021,Moderna,771838
South Korea,29/07/2021,Oxford/AstraZeneca,11275225
South Korea,29/07/2021,Pfizer/BioNTech,11180418
South Korea,30/07/2021,Johnson&Johnson,1166336
South Korea,30/07/2021,Moderna,896052
South Korea,30/07/2021,Oxford/AstraZeneca,11278799
South Korea,30/07/2021,Pfizer/BioNTech,11611256
South Korea,31/07/2021,Johnson&Johnson,1166399
South Korea,31/07/2021,Moderna,965917
South Korea,31/07/2021,Oxford/AstraZeneca,11279094
South Korea,31/07/2021,Pfizer/BioNTech,11771835
South Korea,1/08/2021,Johnson&Johnson,1166430
South Korea,1/08/2021,Moderna,974494
South Korea,1/08/2021,Oxford/AstraZeneca,11279220
South Korea,1/08/2021,Pfizer/BioNTech,11793022
South Korea,2/08/2021,Johnson&Johnson,1166576
South Korea,2/08/2021,Moderna,991759
South Korea,2/08/2021,Oxford/AstraZeneca,11282400
South Korea,2/08/2021,Pfizer/BioNTech,12286151
South Korea,3/08/2021,Johnson&Johnson,1166680
South Korea,3/08/2021,Moderna,1003373
South Korea,3/08/2021,Oxford/AstraZeneca,11286932
South Korea,3/08/2021,Pfizer/BioNTech,12598875
South Korea,4/08/2021,Johnson&Johnson,1166829
South Korea,4/08/2021,Moderna,1012895
South Korea,4/08/2021,Oxford/AstraZeneca,11290943
South Korea,4/08/2021,Pfizer/BioNTech,12862869
South Korea,5/08/2021,Johnson&Johnson,1166929
South Korea,5/08/2021,Moderna,1023551
South Korea,5/08/2021,Oxford/AstraZeneca,11308041
South Korea,5/08/2021,Pfizer/BioNTech,13156815
South Korea,6/08/2021,Johnson&Johnson,1167012
South Korea,6/08/2021,Moderna,1039212
South Korea,6/08/2021,Oxford/AstraZeneca,11324367
South Korea,6/08/2021,Pfizer/BioNTech,13538206
South Korea,7/08/2021,Johnson&Johnson,1167065
South Korea,7/08/2021,Moderna,1042994
South Korea,7/08/2021,Oxford/AstraZeneca,11326361
South Korea,7/08/2021,Pfizer/BioNTech,13691819
South Korea,8/08/2021,Johnson&Johnson,1167087
South Korea,8/08/2021,Moderna,1043609
South Korea,8/08/2021,Oxford/AstraZeneca,11327350
South Korea,8/08/2021,Pfizer/BioNTech,13721827
South Korea,9/08/2021,Johnson&Johnson,1167161
South Korea,9/08/2021,Moderna,1059021
South Korea,9/08/2021,Oxford/AstraZeneca,11403319
South Korea,9/08/2021,Pfizer/BioNTech,14240080
South Korea,10/08/2021,Johnson&Johnson,1167254
South Korea,10/08/2021,Moderna,1069280
South Korea,10/08/2021,Oxford/AstraZeneca,11459721
South Korea,10/08/2021,Pfizer/BioNTech,14605994
South Korea,11/08/2021,Johnson&Johnson,1167308
South Korea,11/08/2021,Moderna,1077115
South Korea,11/08/2021,Oxford/AstraZeneca,11508487
South Korea,11/08/2021,Pfizer/BioNTech,14891013
South Korea,12/08/2021,Johnson&Johnson,1167359
South Korea,12/08/2021,Moderna,1082047
South Korea,12/08/2021,Oxford/AstraZeneca,12074858
South Korea,12/08/2021,Pfizer/BioNTech,15190319
South Korea,13/08/2021,Johnson&Johnson,1167438
South Korea,13/08/2021,Moderna,1089697
South Korea,13/08/2021,Oxford/AstraZeneca,12546977
South Korea,13/08/2021,Pfizer/BioNTech,15571574
South Korea,14/08/2021,Johnson&Johnson,1167475
South Korea,14/08/2021,Moderna,1093235
South Korea,14/08/2021,Oxford/AstraZeneca,12700588
South Korea,14/08/2021,Pfizer/BioNTech,15740387
South Korea,15/08/2021,Johnson&Johnson,1167522
South Korea,15/08/2021,Moderna,1093509
South Korea,15/08/2021,Oxford/AstraZeneca,12704987
South Korea,15/08/2021,Pfizer/BioNTech,15760774
South Korea,16/08/2021,Johnson&Johnson,1167598
South Korea,16/08/2021,Moderna,1406749
South Korea,16/08/2021,Oxford/AstraZeneca,12935497
South Korea,16/08/2021,Pfizer/BioNTech,16143489
South Korea,17/08/2021,Johnson&Johnson,1167666
South Korea,17/08/2021,Moderna,1671178
South Korea,17/08/2021,Oxford/AstraZeneca,13385698
South Korea,17/08/2021,Pfizer/BioNTech,16644796
South Korea,18/08/2021,Johnson&Johnson,1167747
South Korea,18/08/2021,Moderna,1845771
South Korea,18/08/2021,Oxford/AstraZeneca,13680648
South Korea,18/08/2021,Pfizer/BioNTech,17015710
South Korea,19/08/2021,Johnson&Johnson,1167819
South Korea,19/08/2021,Moderna,2024821
South Korea,19/08/2021,Oxford/AstraZeneca,13949784
South Korea,19/08/2021,Pfizer/BioNTech,17364001
South Korea,20/08/2021,Johnson&Johnson,1167890
South Korea,20/08/2021,Moderna,2278940
South Korea,20/08/2021,Oxford/AstraZeneca,14259775
South Korea,20/08/2021,Pfizer/BioNTech,17822000
South Korea,21/08/2021,Johnson&Johnson,1167923
South Korea,21/08/2021,Moderna,2430210
South Korea,21/08/2021,Oxford/AstraZeneca,14381831
South Korea,21/08/2021,Pfizer/BioNTech,18037369
South Korea,22/08/2021,Johnson&Johnson,1167940
South Korea,22/08/2021,Moderna,2443485
South Korea,22/08/2021,Oxford/AstraZeneca,14384367
South Korea,22/08/2021,Pfizer/BioNTech,18064950
South Korea,23/08/2021,Johnson&Johnson,1172429
South Korea,23/08/2021,Moderna,2452788
South Korea,23/08/2021,Oxford/AstraZeneca,15078580
South Korea,23/08/2021,Pfizer/BioNTech,18455690
South Korea,24/08/2021,Johnson&Johnson,1181753
South Korea,24/08/2021,Moderna,2463514
South Korea,24/08/2021,Oxford/AstraZeneca,15654453
South Korea,24/08/2021,Pfizer/BioNTech,18856156
South Korea,25/08/2021,Johnson&Johnson,1193151
South Korea,25/08/2021,Moderna,2473698
South Korea,25/08/2021,Oxford/AstraZeneca,16106205
South Korea,25/08/2021,Pfizer/BioNTech,19224257
South Korea,26/08/2021,Johnson&Johnson,1202990
South Korea,26/08/2021,Moderna,2484162
South Korea,26/08/2021,Oxford/AstraZeneca,16498185
South Korea,26/08/2021,Pfizer/BioNTech,19879187
South Korea,27/08/2021,Johnson&Johnson,1210058
South Korea,27/08/2021,Moderna,2495537
South Korea,27/08/2021,Oxford/AstraZeneca,17004475
