location,date,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
England,10/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",59032003,34321990,24710013,
England,11/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",59460783,34499129,24961654,
England,12/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",59965740,34727273,25238467,
England,13/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",60243055,34851139,25391916,
England,14/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",60531923,34965745,25566178,
England,15/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",60862273,35120392,25741881,
England,16/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",61213267,35290759,25922508,
England,17/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",61606582,35507916,26098666,
England,18/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",61964858,35704162,26260696,
England,19/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",62415897,35959555,26456342,
England,20/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",62636714,36101778,26534936,
England,22/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",63123091,36377425,26745666,
England,23/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",63439292,36564938,26874354,
England,24/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",63778361,36767328,27011033,
England,25/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",64089251,36944843,27144408,
England,26/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",64474260,37157528,27316732,
England,27/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",64690619,37275894,27414725,
England,28/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",64904433,37382390,27522043,
England,29/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",65135293,37497766,27637527,
England,30/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",65394783,37618263,27776520,
England,1/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",65682635,37751938,27930697,
England,2/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",65932869,37859897,28072972,
England,3/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",66220122,37981485,28238637,
England,4/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",66368542,38044157,28324385,
England,5/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",66540378,38108016,28432362,
England,6/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",66721050,38179540,28541510,
England,7/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",66922090,38252354,28669736,
England,8/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",67140354,38335161,28805193,
England,9/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",67361912,38413116,28948796,
England,10/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",67618807,38495266,29123541,
England,11/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",67733499,38529203,29204296,
England,12/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",67878500,38574387,29304113,
England,13/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68053161,38624143,29429018,
England,14/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68254501,38674148,29580353,
England,15/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68474146,38726641,29747505,
England,16/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68688329,38776888,29911441,
England,17/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68944019,38836156,30107863,
England,18/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",69077145,38863810,30213335,
England,19/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",69221158,38895279,30325879,
England,20/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",69380978,38928936,30452042,
England,21/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",69566085,38967762,30598323,
England,22/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",69761787,39007219,30754568,
England,23/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",69954436,39045107,30909329,
England,24/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",70171279,39084065,31087214,
England,25/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",70286096,39104447,31181649,
England,26/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",70427240,39129667,31297573,
England,27/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",70574750,39158849,31415901,
England,28/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",70738290,39191341,31546949,
England,29/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",70919513,39227092,31692421,
England,30/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",71092911,39257775,31835136,
England,31/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",71308628,39290667,32017961,
England,1/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",71419589,39309212,32110377,
England,2/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",71536468,39331666,32204802,
England,3/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",71669946,39356540,32313406,
England,4/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",71830307,39385320,32444987,
England,5/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72004716,39416306,32588410,
England,6/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72168920,39443338,32725582,
England,7/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72386948,39476497,32910451,
England,8/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72499887,39495104,33004783,
England,9/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72633106,39516037,33117069,
England,10/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72785141,39544351,33240790,
England,11/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72964259,39577515,33386744,
England,12/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",73164766,39612597,33552169,
England,13/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",73340932,39645073,33695859,
England,14/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",73554073,39684496,33869577,
England,15/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",73680783,39709325,33971458,
England,16/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",73827773,39738317,34089456,
England,17/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",73982159,39771795,34210364,
England,18/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",74169449,39811516,34357933,
England,19/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",74370967,39859148,34511819,
England,20/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",74567978,39910686,34657292,
England,21/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",74803203,39971873,34831330,
England,22/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",74931873,40004297,34927576,
England,23/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",75082852,40042271,35040581,
England,24/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",75238018,40088216,35149802,
England,25/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",75437888,40145779,35292109,
England,26/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",75611320,40191944,35419376,
England,27/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",75764961,40230336,35534625,
England,28/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",75919535,40268327,35651208,
England,29/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76004792,40288874,35715918,
England,30/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76072459,40304404,35768055,
England,31/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76212080,40339022,35873058,
England,1/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76351995,40376851,35975144,
England,2/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76489767,40410626,36079141,
England,3/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76617503,40440240,36177263,
England,4/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76767817,40474227,36293590,
England,5/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76842974,40490119,36352855,
England,6/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",76931009,40508396,36422613,
England,7/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77026879,40531262,36495617,
England,8/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77122836,40551671,36571165,
England,9/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77231434,40573677,36657757,
England,10/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77332076,40595556,36736520,
England,11/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77442069,40619481,36822588,
England,12/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77496695,40631205,36865490,
England,13/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77567013,40646716,36920297,
England,14/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77641242,40664424,36976818,
England,15/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77718458,40684544,37033914,
England,16/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77796373,40703518,37092855,
England,17/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77868981,40720869,37148112,
England,18/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77956743,40742497,37214246,
England,19/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77997545,40752841,37244704,
England,20/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78054652,40768510,37286142,
England,21/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78110824,40785434,37325390,
England,22/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78168962,40803896,37365066,
England,23/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78232278,40825484,37406794,
England,24/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78293711,40847350,37446361,
England,25/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78354367,40864957,37489410,
England,26/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78384657,40873771,37510886,
England,27/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78433951,40894475,37539476,
England,28/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78492187,40923041,37569146,
England,29/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",78549539,40950486,37599053,
England,30/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",79472006,40979175,37629371,863460
England,1/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",79687137,41011153,37659364,1016620
England,2/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",79930481,41029889,37690213,1210379
England,3/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",80046936,41040609,37707715,1298612
England,4/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",80224824,41071393,37732461,1420970
England,5/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",80438413,41106586,37756714,1575113
England,6/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",80647454,41131105,37780849,1735500
England,7/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",80873035,41156424,37805057,1911554
England,8/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",81096222,41181960,37830063,2084199
England,9/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",81394489,41200398,37859814,2334277
England,10/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",81511121,41209509,37875457,2426155
England,11/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",81676421,41232741,37895807,2547873
England,12/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",81889514,41263377,37918254,2707883
England,13/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82137355,41295692,37943082,2898581
England,14/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82413316,41333877,37966571,3112868
England,15/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82672665,41369761,37991951,3310953
England,16/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",83008570,41389496,38022391,3596683
England,17/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",83132262,41399335,38036936,3695991
England,18/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",83338560,41434669,38057604,3846287
England,19/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",83597242,41473202,38078745,4045295
England,20/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",83887280,41517723,38100446,4269111
England,21/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",84209271,41562281,38122473,4524517
England,22/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",84521609,41604013,38144896,4772700
England,23/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",84906496,41636233,38172423,5097840
England,24/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",85078329,41655840,38186561,5235928
England,25/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",85317024,41687872,38204812,5424340
England,26/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",85589699,41723652,38224311,5641736
England,27/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",85884983,41763616,38243051,5878316
England,28/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",86191961,41803013,38262637,6126311
England,29/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",86485839,41839574,38281812,6364453
England,30/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",86869920,41870731,38304291,6694898
England,31/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",87035599,41893685,38315755,6826159
England,1/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",87282704,41928327,38331506,7022871
England,2/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",87590285,41971835,38349313,7269137
England,3/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",87917844,42014248,38366687,7536909
England,4/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",88249529,42054323,38383854,7811352
England,5/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",88575609,42094896,38402891,8077822
England,6/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",89003538,42128617,38425760,8449161
England,7/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",89204129,42151047,38436962,8616120
England,8/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",89474402,42181433,38454360,8838609
England,9/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",89807694,42217754,38472568,9117372
England,10/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",90433154,42333305,38516564,9583285
England,11/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",90792493,42367945,38536124,9888424
England,12/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",91142968,42399594,38555353,10188021
England,13/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",91607822,42430212,38578159,10599451
England,14/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",91814801,42448508,38590118,10776175
England,15/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",92090246,42476180,38605643,11008423
England,16/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",92417209,42503438,38622540,11291231
England,17/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",92778190,42531770,38641051,11605369
England,18/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",93137856,42555804,38658480,11923572
England,19/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",93486462,42580217,38677203,12229042
England,20/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",93944089,42603567,38698795,12641727
England,21/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",94158533,42617633,38710035,12830865
England,22/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",94444764,42638298,38725602,13080864
England,23/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",94787805,42661743,38744164,13381898
England,24/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95144934,42683518,38764212,13697204
England,25/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95519975,42704195,38783827,14031953
England,26/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95881977,42723293,38805750,14352934
England,27/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",96353612,42744655,38836366,14772591
England,28/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",96614584,42759956,38858848,14995780
England,29/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",96915625,42779452,38881449,15254724
England,30/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",97296577,42806590,38909382,15580605
England,1/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",97688174,42828996,38937452,15921726
England,2/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",98090928,42851727,38964371,16274830
England,3/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",98471037,42872533,38990840,16607664
England,4/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",98942857,42897322,39025116,17020419
England,5/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",99201411,42913330,39045988,17242093
England,6/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",99508632,42930867,39067610,17510155
England,7/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",99870280,42950095,39090816,17829369
England,8/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",100254342,42968432,39115926,18169984
England,9/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",100701211,42989183,39145766,18566262
England,10/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",101111350,43008526,39174060,18928764
England,11/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",101652318,43032072,39208121,19412125
England,12/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",102030281,43051269,39233021,19745991
England,13/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",102493489,43070539,39258415,20164535
England,14/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",103105465,43101346,39291545,20712574
England,15/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",103790317,43125953,39324944,21339420
England,16/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",104597364,43155507,39362570,22079287
England,17/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",105405395,43185070,39400263,22820062
England,18/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",106312051,43220211,39441375,23650465
England,19/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",107104680,43250509,39477511,24376660
England,20/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",107939220,43286601,39522166,25130453
England,21/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",108833212,43322910,39570657,25939645
England,22/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",109611456,43358567,39617971,26634918
England,23/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",110173792,43388547,39657294,27127951
England,24/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",110351474,43398999,39670834,27281641
England,25/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",110363822,43399954,39671750,27292118
England,26/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",110387900,43401763,39673741,27312396
England,27/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",110631978,43417529,39692427,27522022
England,28/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",110938552,43439078,39719053,27780421
England,29/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",111353368,43469086,39758399,28125883
England,30/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",111744087,43499518,39798154,28446415
England,31/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",111916669,43513898,39817420,28585351
England,1/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",111939431,43516101,39820104,28603226
England,2/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",112070239,43527898,39835708,28706633
England,3/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",112227001,43545158,39857874,28823969
England,4/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",112469662,43567465,39890930,29011267
England,5/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",112721484,43589698,39920709,29211077
England,6/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",112957101,43609800,39947508,29399793
England,7/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",113186066,43630152,39975308,29580606
England,8/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",113463324,43659383,40016659,29787282
England,9/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",113618134,43678756,40042198,29897180
England,10/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",113771558,43694511,40063640,30013407
England,11/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",113919783,43711338,40086819,30121626
England,12/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114058125,43728450,40111895,30217780
England,13/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114189997,43746551,40138445,30305001
England,14/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114319162,43764956,40163688,30390518
England,15/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114473877,43790407,40202830,30480640
England,16/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114559240,43805752,40226925,30526563
England,17/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114649659,43819571,40248876,30581212
England,18/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114748489,43835581,40274021,30638887
England,19/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114840408,43850989,40299741,30689678
England,20/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",114931849,43866274,40326810,30738765
England,21/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115034306,43882299,40356608,30795399
England,22/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115151978,43900607,40395240,30856131
England,23/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115218784,43911121,40419566,30888097
England,24/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115303202,43926052,40443854,30933296
England,25/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115383211,43938408,40468154,30976649
England,26/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115468142,43952197,40495461,31020484
England,27/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115550907,43966186,40521787,31062934
England,28/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115641074,43981371,40552037,31107666
England,29/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115738300,43997848,40586419,31154033
England,30/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115797791,44007906,40609130,31180755
England,31/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115860495,44018188,40630005,31212302
England,1/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115925435,44029340,40654197,31241898
England,2/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",115991358,44040424,40679231,31271703
England,3/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116057139,44052204,40703257,31301678
England,4/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116127222,44065787,40729750,31331685
England,5/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116196523,44077733,40755204,31363586
England,6/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116231554,44083763,40769251,31378540
England,7/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116285576,44092683,40790500,31402393
England,8/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116341980,44102414,40813656,31425910
England,9/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116399175,44112621,40836933,31449621
England,10/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116457777,44122610,40860843,31474324
England,11/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116522954,44132468,40884484,31506002
England,12/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116593929,44146115,40908252,31539562
England,13/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116625201,44151962,40919299,31553940
England,14/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116670565,44159057,40935715,31575793
England,15/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116720329,44167184,40953085,31600060
England,16/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116775348,44177080,40972948,31625320
England,17/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116827079,44185190,40992030,31649859
England,18/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116862320,44190350,41004716,31667254
England,19/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116914092,44199987,41022905,31691200
England,20/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116938006,44204358,41031556,31702092
