location,date,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
England,21/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116978219,44210734,41045977,31721508
England,22/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117023165,44218237,41062083,31742845
England,23/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117068683,44226300,41078354,31764029
England,24/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117109674,44233366,41092655,31783653
England,25/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117152170,44240434,41107153,31804583
England,26/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117201365,44248693,41124854,31827818
England,27/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117226285,44252572,41133961,31839752
England,28/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117261409,44257667,41146925,31856817
England,1/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117295967,44262833,41160237,31872897
England,2/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117333087,44269589,41173215,31890283
England,3/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117380901,44275349,41189585,31915967
England,4/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117420284,44281104,41204550,31934630
England,5/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117465976,44288487,41221559,31955930
England,6/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117488060,44291865,41229964,31966231
England,7/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117518180,44295831,41241652,31980697
England,8/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117549521,44299745,41254181,31995595
England,9/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117814135,44304297,41267514,32011858
England,10/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117849251,44308413,41280160,32028070
England,11/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117887058,44312497,41293811,32046015
England,12/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117936004,44319984,41312642,32066541
England,13/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117960326,44323380,41322249,32076944
England,14/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117991738,44326410,41334093,32092042
England,15/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118026565,44330230,41347252,32108175
England,16/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118061716,44333883,41360591,32124513
England,17/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118094040,44337241,41372901,32139463
England,18/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118128636,44340758,41386017,32155750
England,19/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118173247,44346764,41404018,32174709
England,20/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118194658,44349556,41412679,32184060
England,21/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118427592,44352481,41423568,32198204
England,22/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118494705,44355561,41434177,32213190
England,23/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118580695,44359520,41445592,32228378
England,24/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118668347,44362982,41456151,32242194
England,25/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118766914,44366636,41468094,32256850
England,26/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118869581,44372427,41485409,32272887
England,27/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118908366,44374790,41492190,32279253
England,28/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",118993086,44377784,41501690,32291227
England,29/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119090535,44381343,41511838,32303869
England,30/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119200849,44384846,41523087,32317921
England,31/03/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119316478,44388376,41533968,32331613
England,1/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119428778,44392172,41544072,32344355
England,2/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119564806,44398089,41559234,32359462
England,3/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119622734,44401452,41566827,32367054
England,4/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119724425,44410028,41576146,32379885
England,5/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119837982,44418950,41585009,32392306
England,6/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",119963338,44427735,41593958,32405562
England,7/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",120090474,44436698,41603230,32418901
England,8/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",120223495,44446424,41613580,32433274
England,9/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",120407844,44466577,41627841,32449700
England,10/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",120480277,44477726,41635442,32458234
England,11/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",120590012,44491740,41645939,32472509
England,12/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",120722352,44507494,41656024,32487183
England,13/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",120865244,44525084,41667204,32502331
England,14/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121002783,44545990,41678648,32518119
England,15/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121048155,44556639,41683225,32522617
England,16/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121130216,44572626,41693359,32532961
England,17/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121147674,44576436,41695485,32535248
England,18/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121170529,44582173,41698666,32539205
England,19/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121279346,44595806,41708345,32553211
England,20/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121406568,44609101,41717904,32568036
England,21/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121532210,44624871,41727105,32581848
England,22/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121648686,44638878,41736045,32594714
England,23/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121852526,44666527,41751310,32612456
England,24/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121918355,44678894,41758236,32620513
England,25/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122011015,44686791,41765039,32632433
England,26/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122120755,44695129,41772425,32644923
England,27/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122239297,44703944,41779664,32658939
England,28/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122351541,44712986,41786678,32672075
England,29/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122458183,44723558,41794991,32685693
England,30/04/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122592690,44748080,41808368,32701476
England,1/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122632331,44758364,41813508,32707413
England,2/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122649993,44763407,41815754,32710606
England,3/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122724286,44769758,41821173,32721523
England,4/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122822766,44778223,41828788,32736499
England,5/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122911408,44785762,41835491,32749045
England,6/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123000274,44794449,41843862,32762358
England,7/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123122621,44815243,41857376,32777805
England,8/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123162599,44824328,41863288,32784541
England,9/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123230324,44829429,41869912,32795506
England,10/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123311796,44835589,41876976,32807532
England,11/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123393798,44841562,41884009,32819887
England,12/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123475348,44848391,41890550,32831681
England,13/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123544393,44855167,41896880,32842759
England,14/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123633061,44872571,41908303,32856232
England,15/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123666859,44881084,41912849,32862312
England,16/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123720111,44885421,41917742,32872655
England,17/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123783043,44890242,41923051,32884016
England,18/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123846312,44895197,41928298,32895235
England,19/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123914171,44903636,41935266,32906936
England,20/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",123973137,44909454,41940795,32917628
England,21/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124054429,44923306,41950554,32929963
England,22/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124078534,44928637,41953884,32934730
England,23/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124125233,44931671,41957741,32943477
England,24/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124180097,44935928,41962087,32952398
England,25/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124234727,44939832,41966416,32961688
England,26/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124310202,44943590,41991082,32971031
England,27/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124359427,44948350,41996547,32979917
England,28/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124417263,44958553,42006801,32990855
England,29/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124439858,44963328,42011131,32995925
England,30/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124482911,44969368,42018274,33005555
England,31/05/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124533195,44976250,42026346,33015643
England,1/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124578318,44982753,42034112,33025390
England,2/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124586539,44984420,42035697,33027326
England,3/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124591249,44985367,42036658,33028577
England,4/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124614091,44989892,42042327,33034403
England,5/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124622788,44991742,42044572,33036833
England,6/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124651586,44994083,42048616,33044665
England,7/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124686745,44996495,42052633,33052631
England,8/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124728226,45000851,42057669,33060818
England,9/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124763864,45004053,42061775,33068013
England,10/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124798070,45007240,42066537,33075668
England,11/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124846341,45016286,42076205,33085937
England,12/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124865989,45020238,42080334,33090435
England,13/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124890372,45022136,42083915,33096965
England,14/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124917328,45023647,42086764,33103705
England,15/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124947293,45026435,42091008,33110472
England,16/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",124978700,45029061,42095053,33117017
England,17/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125006602,45031879,42099245,33123139
England,18/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125045575,45039289,42108166,33131332
England,19/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125059929,45042371,42111541,33134565
England,20/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125154799,45044178,42115497,33140729
England,21/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125184676,45046580,42119633,33147305
England,22/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125216762,45049011,42124060,33154056
England,23/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125247167,45051354,42127788,33160563
England,24/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125277958,45054640,42132642,33167609
England,25/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125326095,45063854,42143101,33177626
England,26/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125344539,45067392,42147407,33181969
England,27/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125372785,45069568,42152710,33189386
England,28/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125404521,45072350,42158402,33196530
England,29/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125437491,45074895,42164176,33203980
England,30/06/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125525209,45077701,42170260,33210898
England,1/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125554858,45080608,42177090,33217544
England,2/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125600394,45087726,42194403,33225867
England,3/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125619038,45090778,42202222,33229337
England,4/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125646173,45093411,42209073,33235931
England,5/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125675710,45095923,42216234,33242682
England,6/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125706157,45098293,42223882,33249675
England,7/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125736938,45100975,42232008,33256622
England,8/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125767931,45103856,42240706,33263724
England,9/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125813342,45109913,42261485,33271586
England,10/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125831359,45112740,42269948,33274955
England,11/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125854405,45114586,42276331,33281334
England,12/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125879158,45116682,42283095,33288143
England,13/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125906480,45119193,42290841,33295108
England,14/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125933361,45121768,42298804,33301717
England,15/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125960974,45124286,42307065,33308325
England,16/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126006245,45130070,42329200,33316294
England,17/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126024267,45132368,42337753,33319652
England,18/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126041519,45133689,42342904,33324661
England,19/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126057710,45134956,42347786,33329132
England,20/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126081106,45136960,42355211,33335312
England,21/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126104304,45139397,42362993,33340156
England,22/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126130884,45142467,42372749,33346484
England,23/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126169186,45147463,42391829,33353750
England,24/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126184571,45149754,42399738,33356780
England,25/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126209074,45152631,42409066,33363083
England,26/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126231924,45155205,42417119,33369312
England,27/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126255360,45157966,42425387,33375813
England,28/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126278939,45160755,42434095,33381733
England,29/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126300435,45163749,42442363,33387100
England,30/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126329536,45167729,42456465,33393369
England,31/07/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126342646,45169460,42463117,33396278
England,1/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126359758,45171453,42469845,33401176
England,2/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126375896,45173642,42475448,33405904
England,3/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126393690,45175874,42481859,33410963
England,4/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126426591,45178268,42487969,33415717
England,5/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126443678,45180444,42494345,33420289
England,6/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126466132,45183695,42504841,33425557
England,7/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126476884,45185335,42510206,33427875
England,8/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126491639,45187025,42515854,33432172
England,9/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126504756,45188570,42520292,33436351
England,10/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126519144,45190382,42525193,33440853
England,11/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126533141,45192239,42530230,33445070
England,12/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126546563,45194070,42535178,33448954
England,13/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126565606,45196945,42543811,33453575
England,14/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126574103,45198210,42547799,33455810
England,15/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126596844,45204793,42556309,33461235
England,16/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126609721,45206546,42560881,33465300
England,17/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126623358,45208477,42565664,33469529
England,18/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126636111,45210229,42570295,33473387
England,19/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126648802,45212263,42574975,33477060
England,20/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126666876,45215091,42583117,33481786
England,21/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126673666,45216252,42586424,33483468
England,22/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126685734,45217989,42591213,33487168
England,23/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126698594,45219800,42595894,33491144
England,24/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126713952,45222231,42601849,33495452
England,25/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126730329,45224559,42608671,33500518
England,26/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126742904,45226829,42613654,33504054
England,27/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126758029,45229521,42620535,33507948
England,28/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126763579,45230519,42623209,33509291
England,29/08/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",126766076,45231058,42624337,33509959
