date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,share_doses_used,total_boosters,,
5/06/2021,Minnesota,5483175,6380580,3095970,2640216,21542,13681,0.859,,,
6/06/2021,Minnesota,5504994,6380580,3103789,2655177,21819,13540,0.863,,,
7/06/2021,Minnesota,5524077,6380580,3110259,2668390,19083,15132,0.866,,,
8/06/2021,Minnesota,5532229,6412880,3112516,2674482,8152,15163,0.863,,,
9/06/2021,Minnesota,5549044,6414430,3118140,2685981,16815,17019,0.865,,,
10/06/2021,Minnesota,5571881,6414630,3124967,2702368,22837,18365,0.869,,,
11/06/2021,Minnesota,5571921,6421650,3125093,2702551,40,15755,0.868,,,
12/06/2021,Minnesota,5597912,6438580,3132386,2721966,25991,16391,0.869,,,
13/06/2021,Minnesota,5620799,6438580,3138246,2739422,22887,16544,0.873,,,
14/06/2021,Minnesota,5642194,6438580,3144254,2755620,21395,16874,0.876,,,
15/06/2021,Minnesota,5655689,6446880,3147316,2766393,13495,17637,0.877,,,
16/06/2021,Minnesota,5674739,6448490,3152883,2780354,19050,17956,0.88,,,
17/06/2021,Minnesota,5695478,6458600,3159057,2795379,20739,17657,0.882,,,
18/06/2021,Minnesota,5712582,6466740,3164026,2807936,17104,20094,0.883,,,
19/06/2021,Minnesota,5732364,6479520,3170566,2821578,19782,19207,0.885,,,
20/06/2021,Minnesota,5745097,6479520,3174507,2830678,12733,17757,0.887,,,
21/06/2021,Minnesota,5754966,6479520,3177946,2837275,9869,16110,0.888,,,
22/06/2021,Minnesota,5758295,6483630,3179283,2839353,3329,14658,0.888,,,
23/06/2021,Minnesota,5765654,6486300,3182430,2843767,7359,12988,0.889,,,
24/06/2021,Minnesota,5775732,6488930,3186843,2849697,10078,11465,0.89,,,
25/06/2021,Minnesota,5787557,6505650,3191494,2857231,11825,10711,0.89,,,
26/06/2021,Minnesota,5801910,6512270,3196664,2866834,14353,9935,0.891,,,
27/06/2021,Minnesota,5816731,6512270,3200869,2877875,14821,10233,0.893,,,
28/06/2021,Minnesota,5833184,6512270,3204101,2891511,16453,11174,0.896,,,
29/06/2021,Minnesota,5835259,6521510,3205009,2892831,2075,10995,0.895,,,
30/06/2021,Minnesota,5867176,6522150,3212409,2920597,31917,14503,0.9,,,
1/07/2021,Minnesota,5884070,6523030,3218732,2931705,16894,15477,0.902,,,
2/07/2021,Minnesota,5893800,6530930,3222792,2937639,9730,15178,0.902,,,
3/07/2021,Minnesota,5902826,6535450,3226604,2943057,9026,14417,0.903,,,
4/07/2021,Minnesota,5910386,6535450,3229905,2947355,7560,13379,0.904,,,
5/07/2021,Minnesota,,,,,,11460,,,,
6/07/2021,Minnesota,5916423,6535450,3232659,2950723,,11595,0.905,,,
7/07/2021,Minnesota,5918375,6535450,3233557,2951902,1952,7314,0.906,,,
8/07/2021,Minnesota,5927284,6573700,3237137,2957242,8909,6173,0.902,,,
9/07/2021,Minnesota,5935612,6580900,3240763,2962377,8328,5973,0.902,,,
10/07/2021,Minnesota,5944447,6588240,3244644,2967470,8835,5946,0.902,,,
11/07/2021,Minnesota,5952404,6588240,3248213,2972095,7957,6003,0.903,,,
12/07/2021,Minnesota,5955717,6588240,3249725,2973968,3313,6045,0.904,,,
13/07/2021,Minnesota,5957434,6595710,3250529,2974947,1717,5859,0.903,,,
14/07/2021,Minnesota,5963344,6600790,3253299,2978112,5910,6424,0.903,,,
15/07/2021,Minnesota,5971070,6603590,3256799,2982412,7726,6255,0.904,,,
16/07/2021,Minnesota,5979756,6609960,3260891,2987234,8686,6306,0.905,,,
17/07/2021,Minnesota,5987431,6619760,3264519,2991453,7675,6141,0.904,,,
18/07/2021,Minnesota,5994362,6619760,3267912,2995125,6931,5994,0.906,,,
19/07/2021,Minnesota,5997574,6620660,3269581,2996728,3212,5980,0.906,,,
20/07/2021,Minnesota,5999646,6627760,3270798,2997756,2072,6030,0.905,,,
21/07/2021,Minnesota,6006009,6632450,3274036,3001001,6363,6095,0.906,,,
22/07/2021,Minnesota,6014134,6643040,3278289,3004997,8125,6152,0.905,,,
23/07/2021,Minnesota,6022687,6663510,3283071,3008986,8553,6133,0.904,,,
24/07/2021,Minnesota,6031253,6675470,3288107,3012978,8566,6260,0.903,,,
25/07/2021,Minnesota,6038257,6675470,3292394,3015996,7004,6271,0.905,,,
26/07/2021,Minnesota,6043277,6675470,3295527,3017967,5020,6529,0.905,,,
27/07/2021,Minnesota,6045637,6684570,3297076,3018893,2360,6570,0.904,,,
28/07/2021,Minnesota,6051371,6688140,3300815,3021006,5734,6480,0.905,,,
29/07/2021,Minnesota,6063107,6703780,3307804,3025760,11736,6996,0.904,,,
30/07/2021,Minnesota,6072947,6717020,3314049,3029752,9840,7180,0.904,,,
31/07/2021,Minnesota,6082721,6729030,3320251,3033637,9774,7353,0.904,,,
1/08/2021,Minnesota,6093791,6729030,3327267,3037935,11070,7933,0.906,,,
2/08/2021,Minnesota,6099571,6729030,3331144,3039890,5780,8042,0.906,,,
3/08/2021,Minnesota,6102310,6729450,3333060,3040861,2739,8096,0.907,,,
4/08/2021,Minnesota,6110306,6739110,3338212,3043718,7996,8419,0.907,,,
5/08/2021,Minnesota,6120621,6754370,3345302,3047240,10315,8216,0.906,,,
6/08/2021,Minnesota,6132262,6775910,3353458,3051003,11641,8474,0.905,,,
7/08/2021,Minnesota,6144370,6792720,3362016,3055111,12108,8807,0.905,,,
8/08/2021,Minnesota,6155624,6792620,3369855,3058921,11254,8833,0.906,,,
9/08/2021,Minnesota,6162496,6792720,3374676,3061029,6872,8989,0.907,,,
10/08/2021,Minnesota,6166743,6808770,3377759,3062274,4247,9205,0.906,,,
11/08/2021,Minnesota,6175256,6826300,3383082,3065638,8513,9279,0.905,,,
12/08/2021,Minnesota,6184115,6840630,3388867,3068967,8859,9071,0.904,,,
13/08/2021,Minnesota,6194534,6892530,3395736,3073003,10419,8896,0.899,,,
14/08/2021,Minnesota,6206189,6900160,3403515,3077482,11655,8831,0.899,,,
15/08/2021,Minnesota,6206265,6900160,3403706,3077575,76,7234,0.899,,,
16/08/2021,Minnesota,6225479,6900160,3416497,3084154,19214,8998,0.902,,,
17/08/2021,Minnesota,6230251,6944820,3419520,3084927,4772,9073,0.897,,,
18/08/2021,Minnesota,6240273,6988680,3425377,3088679,10022,9288,0.893,,,
19/08/2021,Minnesota,6251995,7058170,3431084,3093823,11722,9697,0.886,,,
20/08/2021,Minnesota,6264772,7124500,3437130,3099185,12777,10034,0.879,,,
21/08/2021,Minnesota,6278356,7151520,3443415,3104810,13584,10310,0.878,,,
22/08/2021,Minnesota,6290806,7150960,3449072,3110118,12450,12077,0.88,,,
23/08/2021,Minnesota,6298364,7150960,3452494,3113336,7558,10412,0.881,,,
24/08/2021,Minnesota,6302512,7150960,3454552,3115109,4148,10323,0.881,,,
25/08/2021,Minnesota,6312075,7160020,3458784,3119548,9563,10257,0.882,,,
26/08/2021,Minnesota,6325842,7198000,3464078,3126119,13767,10550,0.879,,,
27/08/2021,Minnesota,6339392,7264320,3469300,3132409,13550,10660,0.873,23269.0,,
28/08/2021,Minnesota,6354038,7286680,3474987,3139261,14646,10812,0.872,25838.0,,
29/08/2021,Minnesota,6367197,7290460,3479945,3145725,13159,10913,0.873,27968.0,,
30/08/2021,Minnesota,6373869,7290320,3482470,3149267,6672,10786,0.874,28751.0,,
31/08/2021,Minnesota,6378868,7310020,3484576,3151965,4999,10908,0.873,29110.0,,
1/09/2021,Minnesota,6388832,7334660,3488554,3156838,9964,10965,0.871,30585.0,,
2/09/2021,Minnesota,6403934,7356810,3494658,3163850,15102,11156,0.87,33060.0,,
3/09/2021,Minnesota,6417931,7403940,3500264,3170267,13997,11220,0.867,35413.0,,
4/09/2021,Minnesota,6432013,7444850,3505778,3176678,14082,11139,0.864,37936.0,,
5/09/2021,Minnesota,,,,,,10425,,,,
6/09/2021,Minnesota,,,,,,10638,,,,
7/09/2021,Minnesota,6456499,7444750,3514636,3190059,,11090,0.867,40982.0,,
8/09/2021,Minnesota,6459900,7451770,3516188,3192027,3401,10153,0.867,41026.0,,
9/09/2021,Minnesota,6467896,7475750,3518761,3196027,7996,9137,0.865,42653.0,,
10/09/2021,Minnesota,6480281,7489670,3523420,3202101,12385,8907,0.865,44602.0,,
11/09/2021,Minnesota,6491587,7522080,3527548,3207519,11306,8511,0.863,46613.0,,
12/09/2021,Minnesota,6503170,7522080,3531743,3213510,11583,8999,0.865,48358.0,,
13/09/2021,Minnesota,6509549,7522080,3534206,3217138,6379,8745,0.865,48898.0,,
14/09/2021,Minnesota,6509786,7534350,3534591,3217321,237,7612,0.864,48588.0,,
15/09/2021,Minnesota,6521604,7566810,3538919,3223463,11818,8815,0.862,50344.0,,
16/09/2021,Minnesota,6533378,7584220,3543232,3229050,11774,9355,0.861,52848.0,,
17/09/2021,Minnesota,6542438,7608560,3546623,3233391,9060,8880,0.86,54381.0,,
18/09/2021,Minnesota,6553805,7644010,3550787,3239104,11367,8888,0.857,56331.0,,
19/09/2021,Minnesota,6563948,7644010,3554649,3244175,10143,8683,0.859,58028.0,,
20/09/2021,Minnesota,6569418,7644010,3556720,3247295,5470,8553,0.859,58533.0,,
21/09/2021,Minnesota,6572559,7655600,3558011,3249157,3141,8968,0.859,58733.0,,
22/09/2021,Minnesota,6579519,7668190,3560660,3252517,6960,8274,0.858,59949.0,,
23/09/2021,Minnesota,6588723,7688700,3563840,3256719,9204,7906,0.857,62073.0,,
24/09/2021,Minnesota,6596235,7698560,3566615,3260232,7512,7685,0.857,63573.0,,
25/09/2021,Minnesota,6605130,7734070,3569738,3264365,8895,7332,0.854,65480.0,,
26/09/2021,Minnesota,6617616,7734070,3573517,3269296,12486,7667,0.856,69485.0,,
27/09/2021,Minnesota,6625982,7734070,3575550,3272085,8366,8081,0.857,73119.0,,
28/09/2021,Minnesota,6632771,7749010,3576756,3273631,6789,8602,0.856,77220.0,,
29/09/2021,Minnesota,6648502,7771550,3579786,3276821,15731,9855,0.855,86962.0,,
30/09/2021,Minnesota,6665091,7771100,3582858,3280065,16589,10910,0.858,97459.0,,
1/10/2021,Minnesota,6681703,7854060,3585878,3283285,16612,12210,0.851,108094.0,,
2/10/2021,Minnesota,6698396,7864700,3588882,3286599,16693,13324,0.852,118716.0,,
3/10/2021,Minnesota,6725381,7866110,3593461,3292020,26985,15395,0.855,136003.0,,
4/10/2021,Minnesota,6725604,7866110,3593679,3292208,223,14232,0.855,135833.0,,
5/10/2021,Minnesota,6731771,7895860,3594949,3293694,6167,14143,0.853,139323.0,,
6/10/2021,Minnesota,6747635,7923240,3597339,3296634,15864,14162,0.852,150032.0,,
7/10/2021,Minnesota,6764831,7971330,3599889,3299755,17196,14249,0.849,161759.0,,
8/10/2021,Minnesota,6802645,7994350,3607036,3307486,37814,17277,0.851,185063.0,,
9/10/2021,Minnesota,6834187,8052850,3611876,3312936,31542,19399,0.849,207016.0,,
10/10/2021,Minnesota,,,,,,17147,,,,
11/10/2021,Minnesota,,,,,,18719,,,,
12/10/2021,Minnesota,6867860,8085140,3617881,3319719,,19441,0.849,228394.0,,
13/10/2021,Minnesota,6881982,8095680,3620129,3322253,14122,19192,0.85,237885.0,,
14/10/2021,Minnesota,6900376,8120970,3623220,3325732,18394,19364,0.85,249898.0,,
15/10/2021,Minnesota,6918056,8146210,3626325,3329037,17680,16487,0.849,261364.0,,
16/10/2021,Minnesota,6918449,8218420,3626640,3329212,393,12037,0.842,261294.0,,
17/10/2021,Minnesota,6956341,8214260,3632383,3335865,37892,15847,0.847,287227.0,,
18/10/2021,Minnesota,6966772,8214260,3634529,3338250,10431,15734,0.848,293487.0,,
19/10/2021,Minnesota,6970829,8232320,3635503,3339291,4057,14710,0.847,295595.0,,
20/10/2021,Minnesota,6985558,8263970,3638137,3342074,14729,14797,0.845,305127.0,,
21/10/2021,Minnesota,7001256,8312810,3640726,3345065,15698,14411,0.842,315494.0,,
22/10/2021,Minnesota,7018451,8355900,3647264,3350602,17195,14342,0.84,321206.0,,
23/10/2021,Minnesota,7037080,8429420,3650845,3354220,18629,16947,0.835,332981.0,,
24/10/2021,Minnesota,7057592,8428860,3654361,3357757,20512,14464,0.837,346707.0,,
25/10/2021,Minnesota,7070207,8428160,3656023,3359267,12615,14776,0.839,356296.0,,
26/10/2021,Minnesota,7078894,8441480,3657259,3360252,8687,15438,0.839,362843.0,,
27/10/2021,Minnesota,7103620,8476800,3660760,3363190,24726,16866,0.838,381346.0,,
28/10/2021,Minnesota,7135788,8530430,3665493,3367124,32168,19219,0.837,405215.0,,
29/10/2021,Minnesota,7163740,8603110,3669098,3370390,27952,20756,0.833,426561.0,,
30/10/2021,Minnesota,7201341,8656790,3673685,3374431,37601,23466,0.832,455997.0,,
31/10/2021,Minnesota,7237372,8656090,3677877,3378302,36031,25683,0.836,484280.0,,
1/11/2021,Minnesota,7259117,8653890,3680627,3380551,21745,26987,0.839,501335.0,,
2/11/2021,Minnesota,7266552,8668360,3681723,3381479,7435,26808,0.838,506851.0,,
3/11/2021,Minnesota,7287442,8766980,3684416,3383751,20890,26260,0.831,523044.0,,
4/11/2021,Minnesota,7424031,8847640,3698123,3463757,136589,41178,0.839,567867.0,,
5/11/2021,Minnesota,7454832,8870080,3701677,3466294,30801,41585,0.84,593029.0,,
6/11/2021,Minnesota,7487183,8903720,3707639,3468734,32351,40835,0.841,617276.0,,
7/11/2021,Minnesota,7526806,8915880,3715542,3471790,39623,41348,0.844,646288.0,,
8/11/2021,Minnesota,7552525,8915880,3720273,3473684,25719,41915,0.847,665573.0,,
9/11/2021,Minnesota,7564211,8961860,3722608,3474820,11686,42523,0.844,673982.0,,
10/11/2021,Minnesota,7590767,9056350,3729991,3476925,26556,43332,0.838,691369.0,,
11/11/2021,Minnesota,,,,,,29603,,,,
12/11/2021,Minnesota,7671737,9187020,3749766,3482426,,30986,0.835,747746.0,,
13/11/2021,Minnesota,7671872,9288840,3750553,3482614,135,26384,0.826,746931.0,,
14/11/2021,Minnesota,7763783,9291260,3769614,3487851,91911,33854,0.836,815119.0,,
15/11/2021,Minnesota,7788615,9290660,3777170,3489332,24832,33727,0.838,831119.0,,
16/11/2021,Minnesota,7798637,9329680,3779384,3490068,10022,33489,0.836,838291.0,,
17/11/2021,Minnesota,7836640,9384320,3794072,3492192,38003,35125,0.835,859748.0,,
18/11/2021,Minnesota,7879189,9436010,3805463,3494955,42549,35420,0.835,888512.0,,
19/11/2021,Minnesota,7923168,9489410,3818334,3497459,43979,35919,0.835,917400.0,,
20/11/2021,Minnesota,7970060,9546390,3829630,3500112,46892,42598,0.835,950659.0,,
21/11/2021,Minnesota,8027003,9544130,3842939,3503492,56943,37603,0.841,991417.0,,
22/11/2021,Minnesota,8054961,9542710,3850700,3504907,27958,38049,0.844,1010406.0,,
23/11/2021,Minnesota,8070028,9704890,3854905,3505802,15067,38770,0.832,1020481.0,,
24/11/2021,Minnesota,8109317,9797640,3864994,3508269,39289,38954,0.828,1047421.0,,
25/11/2021,Minnesota,,,,,,34084,,,,
26/11/2021,Minnesota,,,,,,29011,,,,
27/11/2021,Minnesota,,,,,,23521,,,,
28/11/2021,Minnesota,,,,,,16595,,,,
29/11/2021,Minnesota,8151634,9786020,3875845,3511341,,13810,0.833,1076183.0,,
30/11/2021,Minnesota,8249174,9858500,3893070,3523534,97540,25592,0.837,1145021.0,,
1/12/2021,Minnesota,8282745,9930610,3898576,3530588,33571,24775,0.834,1166310.0,,
2/12/2021,Minnesota,8322440,9995440,3904499,3539329,39695,29237,0.833,1191693.0,,
3/12/2021,Minnesota,8367634,10044680,3910892,3547890,45194,34484,0.833,1222371.0,,
4/12/2021,Minnesota,8428053,10049700,3918889,3559365,60419,41907,0.839,1263952.0,,
5/12/2021,Minnesota,8477006,10042420,3925153,3570353,48953,47691,0.844,1296026.0,,
6/12/2021,Minnesota,8503198,10039850,3928500,3576681,26192,50223,0.847,1312704.0,,
7/12/2021,Minnesota,8516193,10094190,3930542,3578931,12995,38146,0.844,1321509.0,,
8/12/2021,Minnesota,8550716,10281050,3936082,3586890,34523,38282,0.832,1342739.0,,
9/12/2021,Minnesota,8587258,10313950,3941481,3593902,36542,37831,0.833,1367120.0,,
10/12/2021,Minnesota,8635526,10382450,3948582,3604271,48268,38270,0.832,1398261.0,,
11/12/2021,Minnesota,8663869,10427390,3955125,3612434,28343,33688,0.831,1412169.0,,
12/12/2021,Minnesota,8719632,10430490,3962249,3623089,55763,34661,0.836,1450529.0,,
13/12/2021,Minnesota,8741645,10430210,3964963,3628822,22013,34064,0.838,1464244.0,,
14/12/2021,Minnesota,8750094,10491400,3966282,3630849,8449,33414,0.834,1469446.0,,
15/12/2021,Minnesota,8785061,10573970,3971128,3638530,34967,33478,0.831,1492114.0,,
16/12/2021,Minnesota,8820702,10613070,3976194,3644981,35641,33349,0.831,1516477.0,,
17/12/2021,Minnesota,8857665,10688000,3981426,3651387,36963,31734,0.829,1542022.0,,
18/12/2021,Minnesota,8891896,10653330,3986668,3655984,34231,32575,0.835,1566606.0,,
19/12/2021,Minnesota,8931302,10634050,3992476,3660844,39406,30239,0.84,1595675.0,,
20/12/2021,Minnesota,8949458,10623310,3995648,3663402,18156,29688,0.842,1608194.0,,
21/12/2021,Minnesota,8960730,10653300,3997493,3664827,11272,30091,0.841,1616280.0,,
22/12/2021,Minnesota,8972235,10683650,3999981,3666258,11505,26739,0.84,1623951.0,,
23/12/2021,Minnesota,9006530,10742690,4005557,3671342,34295,26547,0.838,1647833.0,,
24/12/2021,Minnesota,,,,,,22538,,,,
25/12/2021,Minnesota,,,,,,18919,,,,
26/12/2021,Minnesota,,,,,,14561,,,,
27/12/2021,Minnesota,9042133,10731540,4012137,3676059,,13239,0.843,1672329.0,,
28/12/2021,Minnesota,9086951,10731540,4019345,3681735,44818,18032,0.847,1704582.0,,
29/12/2021,Minnesota,9111121,10813990,4023562,3685591,24170,19841,0.843,1720838.0,,
30/12/2021,Minnesota,9135876,10836840,4028046,3689641,24755,18478,0.843,1737239.0,,
31/12/2021,Minnesota,,,,,,19574,,,,
1/01/2022,Minnesota,,,,,,20670,,,,
2/01/2022,Minnesota,,,,,,21767,,,,
3/01/2022,Minnesota,,,,,,22863,,,,
4/01/2022,Minnesota,9218747,10830940,4043590,3702329,,18828,0.851,1792587.0,,
5/01/2022,Minnesota,9238147,10930110,4047025,3706358,19400,18147,0.845,1804667.0,,
6/01/2022,Minnesota,9257644,11096570,4050582,3709567,19497,17395,0.834,1817531.0,,
7/01/2022,Minnesota,9283559,11096570,4055527,3713581,25915,18730,0.837,1834749.0,,
8/01/2022,Minnesota,9309436,11245660,4060348,3718391,25877,20059,0.828,1851221.0,,
9/01/2022,Minnesota,9338892,11246360,4065386,3722978,29456,21899,0.83,1871260.0,,
10/01/2022,Minnesota,9338957,11246630,4065571,3723010,65,19541,0.83,1871110.0,,
11/01/2022,Minnesota,9361600,11256000,4069530,3726860,22643,20408,0.832,1886151.0,,
12/01/2022,Minnesota,9379946,11295400,4073743,3729407,18346,20257,0.83,1897865.0,,
13/01/2022,Minnesota,9401277,11325470,4078577,3732963,21331,20519,0.83,1910994.0,,
14/01/2022,Minnesota,9424502,11356950,4083346,3736410,23225,20135,0.83,1926158.0,,
15/01/2022,Minnesota,9447707,11382550,4088193,3739833,23205,19753,0.83,1941243.0,,
16/01/2022,Minnesota,,,,,,15563,,,,
17/01/2022,Minnesota,,,,,,15571,,,,
18/01/2022,Minnesota,9448075,11388950,4088802,3739984,,12354,0.83,1940866.0,,
19/01/2022,Minnesota,9509384,11424550,4110205,3752721,61309,18491,0.832,1969869.0,,
20/01/2022,Minnesota,9527970,11446090,4114112,3755686,18586,18099,0.832,1981746.0,,
21/01/2022,Minnesota,9545901,11476500,4117869,3759065,17931,17343,0.832,1992658.0,,
22/01/2022,Minnesota,9567407,11521870,4122566,3762765,21506,17100,0.83,2005996.0,,
23/01/2022,Minnesota,9587903,11522170,4126807,3765973,20496,20010,0.832,2019139.0,,
24/01/2022,Minnesota,9588661,11522170,4127249,3766141,758,20101,0.832,2019295.0,,
25/01/2022,Minnesota,9595827,11531170,4128883,3766943,7166,21107,0.832,2024098.0,,
26/01/2022,Minnesota,9609301,11552070,4131915,3769507,13474,14274,0.832,2032086.0,,
27/01/2022,Minnesota,9624650,11570770,4135138,3772286,15349,13811,0.832,2041557.0,,
28/01/2022,Minnesota,9641220,11591870,4139506,3775150,16570,13617,0.832,2051022.0,,
29/01/2022,Minnesota,9659884,11619070,4143495,3778716,18664,13211,0.831,2062247.0,,
30/01/2022,Minnesota,9677709,11619670,4147317,3782546,17825,12829,0.833,2072539.0,,
31/01/2022,Minnesota,9678157,11619670,4147512,3782674,448,12785,0.833,2072672.0,,
1/02/2022,Minnesota,9682861,11624570,4148707,3783597,4704,12433,0.833,2075288.0,,
2/02/2022,Minnesota,9694992,11639870,4151649,3786409,12131,12242,0.833,2081751.0,,
3/02/2022,Minnesota,9708525,11660870,4154578,3789527,13533,11982,0.833,2089410.0,,
4/02/2022,Minnesota,9723042,11671670,4157649,3792876,14517,11689,0.833,2097598.0,,
5/02/2022,Minnesota,9735887,11672770,4160470,3796302,12845,10858,0.834,2104300.0,,
6/02/2022,Minnesota,9736070,11676470,4160712,3796416,183,8337,0.834,2104133.0,,
7/02/2022,Minnesota,9755820,11676470,4164867,3801866,19750,11095,0.836,2114400.0,,
8/02/2022,Minnesota,9761780,11703170,4166114,3803322,5960,11274,0.834,2117685.0,,
9/02/2022,Minnesota,9770908,11733470,4168246,3805957,9128,10845,0.833,2122087.0,,
10/02/2022,Minnesota,9780805,11749270,4170396,3808729,9897,10326,0.832,2127142.0,,
11/02/2022,Minnesota,9791884,11762970,4172455,3811848,11079,9835,0.832,2133143.0,,
12/02/2022,Minnesota,9802006,11775770,4174298,3815105,10122,9446,0.832,2138245.0,,
13/02/2022,Minnesota,9812046,11777070,4176187,3818347,10040,10854,0.833,2143214.0,,
14/02/2022,Minnesota,9812047,11777070,4176257,3818373,1,8032,0.833,2143121.0,,
15/02/2022,Minnesota,9820344,11791770,4177767,3820713,8297,8366,0.833,2147644.0,,
16/02/2022,Minnesota,9826630,11797970,4179003,3822609,6286,7960,0.833,2150846.0,,
17/02/2022,Minnesota,9836560,11883970,4180783,3824931,9930,7965,0.828,2156761.0,,
18/02/2022,Minnesota,9845462,11897470,4182392,3827639,8902,7654,0.828,2161423.0,,
19/02/2022,Minnesota,9853584,11914970,4183752,3830382,8122,7368,0.827,2165484.0,,
20/02/2022,Minnesota,,,,,,5938,,,,
21/02/2022,Minnesota,,,,,,5942,,,,
22/02/2022,Minnesota,9853674,11919970,4183932,3830464,,4761,0.827,2165319.0,,
23/02/2022,Minnesota,9874746,11929670,4187447,3837559,21072,6874,0.828,2175900.0,,
24/02/2022,Minnesota,9881179,11948370,4188548,3839758,6433,6374,0.827,2179071.0,,
25/02/2022,Minnesota,9887608,11964770,4189608,3841833,6429,6021,0.826,2182425.0,,
26/02/2022,Minnesota,9894302,11972970,4190788,3844130,6694,5817,0.826,2185697.0,,
27/02/2022,Minnesota,,,,,,6605,,,,
28/02/2022,Minnesota,9905399,11982670,4192607,3848121,,7394,0.827,2191059.0,,
1/03/2022,Minnesota,9907398,11987070,4193013,3848796,1999,7675,0.827,2191983.0,,
2/03/2022,Minnesota,9914315,11992370,4194280,3851084,6917,5653,0.827,2195385.0,,
3/03/2022,Minnesota,9920537,12002070,4195376,3852940,6222,5623,0.827,2198712.0,,
4/03/2022,Minnesota,9925759,12014170,4196417,3854381,5222,5450,0.826,2201514.0,,
5/03/2022,Minnesota,9930619,12021870,4197337,3855691,4860,5188,0.826,2204185.0,,
6/03/2022,Minnesota,9936873,12021870,4198406,3857492,6254,5289,0.827,2207630.0,,
