date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,share_doses_used,total_boosters,,
22/03/2023,Connecticut,9004269,11790545,3662903,2963424,,593,0.764,2611243.0,,
23/03/2023,Connecticut,,,,,,595,,,,
24/03/2023,Connecticut,,,,,,597,,,,
25/03/2023,Connecticut,,,,,,600,,,,
26/03/2023,Connecticut,,,,,,602,,,,
27/03/2023,Connecticut,,,,,,604,,,,
28/03/2023,Connecticut,,,,,,607,,,,
29/03/2023,Connecticut,9008532,11812865,3664049,2963992,,609,0.763,2613792.0,,
30/03/2023,Connecticut,,,,,,601,,,,
31/03/2023,Connecticut,,,,,,593,,,,
1/04/2023,Connecticut,,,,,,585,,,,
2/04/2023,Connecticut,,,,,,577,,,,
3/04/2023,Connecticut,,,,,,569,,,,
4/04/2023,Connecticut,,,,,,561,,,,
5/04/2023,Connecticut,9012407,11831195,3665065,2964515,,554,0.762,2616128.0,,
6/04/2023,Connecticut,,,,,,541,,,,
7/04/2023,Connecticut,,,,,,528,,,,
8/04/2023,Connecticut,,,,,,515,,,,
9/04/2023,Connecticut,,,,,,502,,,,
10/04/2023,Connecticut,,,,,,489,,,,
11/04/2023,Connecticut,,,,,,476,,,,
12/04/2023,Connecticut,9015651,11850535,3665855,2964918,,463,0.761,2618179.0,,
13/04/2023,Connecticut,,,,,,464,,,,
14/04/2023,Connecticut,,,,,,465,,,,
15/04/2023,Connecticut,,,,,,466,,,,
16/04/2023,Connecticut,,,,,,467,,,,
17/04/2023,Connecticut,,,,,,468,,,,
18/04/2023,Connecticut,,,,,,468,,,,
19/04/2023,Connecticut,9018935,11815595,3666615,2965346,,469,0.763,2620275.0,,
20/04/2023,Connecticut,,,,,,517,,,,
21/04/2023,Connecticut,,,,,,565,,,,
22/04/2023,Connecticut,,,,,,613,,,,
23/04/2023,Connecticut,,,,,,660,,,,
24/04/2023,Connecticut,,,,,,708,,,,
25/04/2023,Connecticut,,,,,,756,,,,
26/04/2023,Connecticut,9024563,11824735,3667574,2965828,,804,0.763,2624462.0,,
27/04/2023,Connecticut,,,,,,856,,,,
28/04/2023,Connecticut,,,,,,908,,,,
29/04/2023,Connecticut,,,,,,960,,,,
30/04/2023,Connecticut,,,,,,1013,,,,
1/05/2023,Connecticut,,,,,,1065,,,,
2/05/2023,Connecticut,,,,,,1117,,,,
3/05/2023,Connecticut,9032746,11857995,3668858,2966448,,1169,0.762,2630741.0,,
4/05/2023,Connecticut,,,,,,1170,,,,
5/05/2023,Connecticut,,,,,,1171,,,,
6/05/2023,Connecticut,,,,,,1173,,,,
7/05/2023,Connecticut,,,,,,1174,,,,
8/05/2023,Connecticut,,,,,,1175,,,,
9/05/2023,Connecticut,,,,,,1176,,,,
10/05/2023,Connecticut,9040989,11881825,3670090,2967081,,1178,0.761,2637119.0,,
12/01/2021,Delaware,26410,88325,15911,2784,,,0.299,,,
13/01/2021,Delaware,28413,91250,16647,4050,2003,2003,0.311,,,
14/01/2021,Delaware,31090,91250,25649,,2677,2340,0.341,,,
15/01/2021,Delaware,31090,91250,25649,5354,0,1560,0.341,,,
16/01/2021,Delaware,,,,,,1887,,,,
17/01/2021,Delaware,,,,,,2083,,,,
18/01/2021,Delaware,,,,,,2213,,,,
19/01/2021,Delaware,42557,91250,35679,6768,,2307,0.466,,,
20/01/2021,Delaware,45640,100375,38610,6919,3083,2461,0.455,,,
21/01/2021,Delaware,49369,106600,41900,7355,3729,2611,0.463,,,
22/01/2021,Delaware,54257,116325,45292,8847,4888,3310,0.466,,,
23/01/2021,Delaware,60023,116325,49442,10448,5766,3724,0.516,,,
24/01/2021,Delaware,64186,116325,52586,11464,4163,3909,0.552,,,
25/01/2021,Delaware,66914,116325,55131,11647,2728,3889,0.575,,,
26/01/2021,Delaware,68507,129250,56646,11724,1593,3707,0.53,,,
27/01/2021,Delaware,77449,140850,64952,12352,8942,4544,0.55,,,
28/01/2021,Delaware,82289,141825,68959,13121,4840,4703,0.58,,,
29/01/2021,Delaware,87300,143775,72684,14210,5011,4720,0.607,,,
30/01/2021,Delaware,92509,143775,76980,14956,5209,4641,0.643,,,
31/01/2021,Delaware,99954,143775,82970,16397,7445,5110,0.695,,,
1/02/2021,Delaware,102697,143775,84482,17628,2743,5112,0.714,,,
2/02/2021,Delaware,103770,143775,85143,18040,1073,5038,0.722,,,
3/02/2021,Delaware,107544,154700,88325,18568,3774,4299,0.695,,,
4/02/2021,Delaware,110784,161525,89727,20394,3240,4071,0.686,,,
5/02/2021,Delaware,114226,161525,92265,21264,3442,3847,0.707,,,
6/02/2021,Delaware,118475,161525,94962,22791,4249,3709,0.733,,,
7/02/2021,Delaware,123428,161525,98450,24245,4953,3353,0.764,,,
8/02/2021,Delaware,126650,161525,100736,25179,3222,3422,0.784,,,
9/02/2021,Delaware,127523,162525,101383,25405,873,3393,0.785,,,
10/02/2021,Delaware,130116,183250,103319,26054,2593,3225,0.71,,,
11/02/2021,Delaware,133370,182225,105760,26864,3254,3227,0.732,,,
12/02/2021,Delaware,136591,188075,108096,27742,3221,3195,0.726,,,
13/02/2021,Delaware,142103,188075,111918,29423,5512,3375,0.756,,,
14/02/2021,Delaware,146437,188075,114564,31095,4334,3287,0.779,,,
15/02/2021,Delaware,,,,,,3252,,,,
16/02/2021,Delaware,152387,189050,117600,34002,,3552,0.806,,,
17/02/2021,Delaware,155111,189050,118666,35601,2724,3571,0.82,,,
18/02/2021,Delaware,159845,189050,121487,37499,4734,3782,0.846,,,
19/02/2021,Delaware,175305,204200,130818,43614,15460,5531,0.858,,,
20/02/2021,Delaware,,,,,,5152,,,,
21/02/2021,Delaware,,,,,,4943,,,,
22/02/2021,Delaware,183901,204200,132160,46587,,4927,0.901,,,
23/02/2021,Delaware,186619,247115,132655,48778,2718,4890,0.755,,,
24/02/2021,Delaware,189836,274055,133489,51176,3217,4961,0.693,,,
25/02/2021,Delaware,195534,289515,135362,54950,5698,5098,0.675,,,
26/02/2021,Delaware,203745,291715,138321,59922,8211,4063,0.698,,,
27/02/2021,Delaware,212739,291815,141310,65740,8994,4938,0.729,,,
28/02/2021,Delaware,219312,291815,144139,69293,6573,5468,0.752,,,
1/03/2021,Delaware,225374,291815,145722,73675,6062,5925,0.772,,,
2/03/2021,Delaware,225417,323935,145892,73766,43,5543,0.696,,,
3/03/2021,Delaware,237669,327635,149940,81275,12252,6833,0.725,,,
4/03/2021,Delaware,246194,347965,154498,84956,8525,7237,0.708,,,
5/03/2021,Delaware,255036,359165,158871,89355,8842,7327,0.71,,,
6/03/2021,Delaware,264601,361765,163954,93706,9565,7409,0.731,,,
7/03/2021,Delaware,275467,361765,169956,97981,10866,8022,0.761,,,
8/03/2021,Delaware,280674,361765,172568,100543,5207,7900,0.776,,,
9/03/2021,Delaware,285101,389215,174037,103622,4427,8526,0.733,,,
10/03/2021,Delaware,285262,397815,174501,103844,161,6799,0.717,,,
11/03/2021,Delaware,299695,419015,184777,108208,14433,7643,0.715,,,
12/03/2021,Delaware,307982,419015,190252,111344,8287,7564,0.735,,,
13/03/2021,Delaware,317790,422015,196931,115412,9808,7598,0.753,,,
14/03/2021,Delaware,317790,422015,197168,115574,0,6046,0.753,,,
15/03/2021,Delaware,333896,422015,208306,120782,16106,7603,0.791,,,
16/03/2021,Delaware,338429,436865,211783,122819,4533,7618,0.775,,,
17/03/2021,Delaware,346179,461335,218487,124533,7750,8702,0.75,,,
18/03/2021,Delaware,354571,474605,225478,125907,8392,7839,0.747,,,
19/03/2021,Delaware,362023,477905,231420,127182,7452,7720,0.758,,,
20/03/2021,Delaware,372165,486095,238813,129418,10142,7768,0.766,,,
21/03/2021,Delaware,382342,486095,246522,131496,10177,9222,0.787,,,
22/03/2021,Delaware,389157,486095,251478,133398,6815,7894,0.801,,,
23/03/2021,Delaware,389157,508195,252231,133611,0,7247,0.766,,,
24/03/2021,Delaware,397204,512905,258688,135570,8047,7289,0.774,,,
25/03/2021,Delaware,406635,532845,265056,138495,9431,7438,0.763,,,
26/03/2021,Delaware,417566,543815,272395,142013,10931,7935,0.768,,,
27/03/2021,Delaware,428136,555005,278731,146193,10570,7996,0.771,,,
28/03/2021,Delaware,438768,555005,285100,149897,10632,8061,0.791,,,
29/03/2021,Delaware,447568,555005,290527,152901,8800,8344,0.806,,,
30/03/2021,Delaware,453447,585465,295396,155441,5879,9184,0.775,,,
31/03/2021,Delaware,463476,592965,302043,159773,10029,9467,0.782,,,
1/04/2021,Delaware,473912,621905,309700,163586,10436,9611,0.762,,,
2/04/2021,Delaware,485988,629885,318248,167682,12076,9775,0.772,,,
3/04/2021,Delaware,498720,636065,326506,172112,12732,10083,0.784,,,
4/04/2021,Delaware,508590,636065,332492,176030,9870,9975,0.8,,,
5/04/2021,Delaware,516432,636065,338164,178080,7842,9838,0.812,,,
6/04/2021,Delaware,519065,673975,339803,178965,2633,9374,0.77,,,
7/04/2021,Delaware,528053,687675,344543,183714,8988,9225,0.768,,,
8/04/2021,Delaware,536623,708185,349683,187560,8570,8959,0.758,,,
9/04/2021,Delaware,549853,720505,356640,193963,13230,9124,0.763,,,
10/04/2021,Delaware,561531,729185,362848,201012,11678,8973,0.77,,,
11/04/2021,Delaware,576112,729185,369664,209192,14581,9646,0.79,,,
12/04/2021,Delaware,582422,729185,373330,212392,6310,9427,0.799,,,
13/04/2021,Delaware,587884,749635,377146,215263,5462,9831,0.784,,,
14/04/2021,Delaware,599682,761005,382813,222121,11798,10233,0.788,,,
15/04/2021,Delaware,612195,792825,388589,229230,12513,10796,0.772,,,
16/04/2021,Delaware,625694,800805,394951,236291,13499,10834,0.781,,,
17/04/2021,Delaware,637222,818475,400065,242893,11528,10813,0.779,,,
18/04/2021,Delaware,648557,818475,405029,249397,11335,10349,0.792,,,
19/04/2021,Delaware,657111,818475,408113,254251,8554,10670,0.803,,,
20/04/2021,Delaware,662401,841985,411326,256292,5290,10645,0.787,,,
21/04/2021,Delaware,672471,849255,417489,262007,10070,10398,0.792,,,
22/04/2021,Delaware,682998,880165,423046,268625,10527,10115,0.776,,,
23/04/2021,Delaware,694722,893875,428683,275559,11724,9861,0.777,,,
24/04/2021,Delaware,704986,903465,433501,282486,10264,9681,0.78,,,
25/04/2021,Delaware,717216,903465,439329,290409,12230,9808,0.794,,,
26/04/2021,Delaware,723678,903465,441610,294332,6462,9510,0.801,,,
27/04/2021,Delaware,729085,930785,443905,297377,5407,9526,0.783,,,
28/04/2021,Delaware,739528,944785,447134,304057,10443,9580,0.783,,,
29/04/2021,Delaware,748392,967025,450711,309366,8864,9342,0.774,,,
30/04/2021,Delaware,759503,976405,454621,316204,11111,9254,0.778,,,
1/05/2021,Delaware,771295,982455,458536,323760,11792,9473,0.785,,,
2/05/2021,Delaware,781165,982455,461551,330159,9870,9136,0.795,,,
3/05/2021,Delaware,783813,982455,462816,331610,2648,8591,0.798,,,
4/05/2021,Delaware,787056,1011365,464102,334001,3243,8282,0.778,,,
5/05/2021,Delaware,793383,1022065,466826,338706,6327,7694,0.776,,,
6/05/2021,Delaware,793463,1041915,467051,338973,80,6439,0.762,,,
7/05/2021,Delaware,810270,1052635,473436,348871,16807,7252,0.77,,,
8/05/2021,Delaware,817708,1057915,475946,353410,7438,6630,0.773,,,
9/05/2021,Delaware,825352,1057915,478333,358385,7644,6312,0.78,,,
10/05/2021,Delaware,831440,1057915,480333,362306,6088,6804,0.786,,,
11/05/2021,Delaware,837312,1061855,482604,365865,5872,7179,0.789,,,
12/05/2021,Delaware,841297,1080765,484079,368580,3985,6845,0.778,,,
13/05/2021,Delaware,846379,1100125,485440,372385,5082,7559,0.769,,,
14/05/2021,Delaware,851363,1114215,487833,375104,4984,5870,0.764,,,
15/05/2021,Delaware,856073,1122975,490115,377646,4710,5481,0.762,,,
16/05/2021,Delaware,863273,1122975,493361,381626,7200,5417,0.769,,,
17/05/2021,Delaware,868191,1122975,495609,384270,4918,5250,0.773,,,
18/05/2021,Delaware,870394,1122975,496857,385329,2203,4726,0.775,,,
19/05/2021,Delaware,874029,1142295,498600,387630,3635,4676,0.765,,,
20/05/2021,Delaware,876335,1167875,499588,389174,2306,4279,0.75,,,
21/05/2021,Delaware,883409,1172915,503642,392182,7074,4578,0.753,,,
22/05/2021,Delaware,892929,1181435,508973,396604,9520,5265,0.756,,,
23/05/2021,Delaware,900800,1181435,512594,401016,7871,5361,0.762,,,
24/05/2021,Delaware,904772,1181435,515089,402644,3972,5226,0.766,,,
25/05/2021,Delaware,908361,1193375,517131,404308,3589,5424,0.761,,,
26/05/2021,Delaware,911838,1194755,518914,406452,3477,5401,0.763,,,
27/05/2021,Delaware,916936,1205065,521179,409468,5098,5800,0.761,,,
28/05/2021,Delaware,927664,1208975,526576,414617,10728,6322,0.767,,,
29/05/2021,Delaware,934414,1225135,529860,418242,6750,5926,0.763,,,
30/05/2021,Delaware,939050,1225135,531933,420714,4636,5464,0.766,,,
31/05/2021,Delaware,,,,,,5228,,,,
1/06/2021,Delaware,943680,1225135,534442,422890,,5046,0.77,,,
2/06/2021,Delaware,944812,1230985,535018,423468,1132,4711,0.768,,,
3/06/2021,Delaware,947021,1238335,535696,425004,2209,4298,0.765,,,
4/06/2021,Delaware,951447,1240955,537663,427746,4426,3398,0.767,,,
5/06/2021,Delaware,951496,1247985,537788,427919,49,2440,0.762,,,
6/06/2021,Delaware,960980,1247985,541396,433427,9484,3133,0.77,,,
7/06/2021,Delaware,964489,1247985,542781,435574,3509,3303,0.773,,,
8/06/2021,Delaware,966633,1250745,543542,437068,2144,3279,0.773,,,
9/06/2021,Delaware,967452,1250745,543897,437636,819,3234,0.774,,,
10/06/2021,Delaware,969254,1254385,544590,438882,1802,3176,0.773,,,
11/06/2021,Delaware,973462,1254385,545834,441638,4208,3145,0.776,,,
12/06/2021,Delaware,978247,1257145,547261,444941,4785,3822,0.778,,,
13/06/2021,Delaware,982415,1257145,548681,447739,4168,3062,0.781,,,
14/06/2021,Delaware,986548,1257145,549982,450620,4133,3151,0.785,,,
15/06/2021,Delaware,990471,1258695,551054,453498,3923,3405,0.787,,,
16/06/2021,Delaware,990487,1258695,551139,453639,16,3291,0.787,,,
17/06/2021,Delaware,997058,1261615,553340,458078,6571,3972,0.79,,,
18/06/2021,Delaware,1001204,1262455,554681,460947,4146,3963,0.793,,,
19/06/2021,Delaware,1005805,1265495,556190,464073,4601,3937,0.795,,,
20/06/2021,Delaware,1005846,1265495,556266,464151,41,3347,0.795,,,
21/06/2021,Delaware,1010503,1265495,557801,467071,4657,3422,0.799,,,
22/06/2021,Delaware,1011994,1267835,558318,468110,1491,3075,0.798,,,
23/06/2021,Delaware,1013485,1268115,558972,468987,1491,3285,0.799,,,
24/06/2021,Delaware,1015607,1270635,559891,470185,2122,2650,0.799,,,
25/06/2021,Delaware,1018252,1273485,560657,471514,2645,2435,0.8,,,
26/06/2021,Delaware,1021702,1277095,561963,473684,3450,2271,0.8,,,
27/06/2021,Delaware,1028860,1277095,563481,479348,7158,3288,0.806,,,
28/06/2021,Delaware,1036548,1277095,564634,485532,7688,3721,0.812,,,
29/06/2021,Delaware,1037558,1277375,565077,486120,1010,3652,0.812,,,
30/06/2021,Delaware,1039175,1277375,565910,487131,1617,3670,0.814,,,
1/07/2021,Delaware,1041382,1279815,567064,488301,2207,3682,0.814,,,
2/07/2021,Delaware,1043744,1281495,568173,489688,2362,3642,0.814,,,
3/07/2021,Delaware,1046103,1282095,569300,491051,2359,3486,0.816,,,
4/07/2021,Delaware,1048039,1282095,570150,492133,1936,2740,0.817,,,
5/07/2021,Delaware,,,,,,1808,,,,
6/07/2021,Delaware,1050376,1282095,571187,493459,,1831,0.819,,,
7/07/2021,Delaware,1050675,1282095,571358,493670,299,1643,0.819,,,
8/07/2021,Delaware,1052238,1287945,572068,494517,1563,1551,0.817,,,
9/07/2021,Delaware,1054223,1293705,572914,495651,1985,1497,0.815,,,
10/07/2021,Delaware,1056467,1297395,573920,496904,2244,1481,0.814,,,
11/07/2021,Delaware,1058316,1297395,574678,497963,1849,1468,0.816,,,
12/07/2021,Delaware,1059611,1297395,575285,498672,1295,1486,0.817,,,
13/07/2021,Delaware,1060601,1298745,575813,499166,990,1461,0.817,,,
14/07/2021,Delaware,1061858,1299475,576323,499898,1257,1598,0.817,,,
15/07/2021,Delaware,1063514,1302555,577058,500817,1656,1611,0.816,,,
16/07/2021,Delaware,1065570,1304715,577939,501985,2056,1621,0.817,,,
17/07/2021,Delaware,1067242,1306605,578647,502923,1672,1539,0.817,,,
18/07/2021,Delaware,1068692,1306605,579355,503651,1450,1482,0.818,,,
19/07/2021,Delaware,1070544,1306605,580278,504616,1852,1562,0.819,,,
20/07/2021,Delaware,1070875,1307955,580449,504923,331,1468,0.819,,,
21/07/2021,Delaware,1072059,1308375,581025,505534,1184,1457,0.819,,,
22/07/2021,Delaware,1073943,1312855,581960,506457,1884,1490,0.818,,,
23/07/2021,Delaware,1076063,1317085,583147,507392,2120,1499,0.817,,,
24/07/2021,Delaware,1078154,1319705,584217,508416,2091,1559,0.817,,,
25/07/2021,Delaware,1080207,1319705,585291,509370,2053,1645,0.819,,,
26/07/2021,Delaware,1080207,1319705,585342,509390,0,1380,0.819,,,
27/07/2021,Delaware,1082568,1321445,586651,510337,2361,1670,0.819,,,
28/07/2021,Delaware,1083839,1321865,587442,510834,1271,1683,0.82,,,
29/07/2021,Delaware,1085633,1331395,588471,511621,1794,1670,0.815,,,
30/07/2021,Delaware,1087867,1338285,589786,512530,2234,1686,0.813,,,
31/07/2021,Delaware,1090237,1339435,591094,513528,2370,1726,0.814,,,
1/08/2021,Delaware,1092299,1339435,592392,514398,2062,1727,0.815,,,
2/08/2021,Delaware,1093915,1339435,593434,514946,1616,1958,0.817,,,
3/08/2021,Delaware,1095045,1340785,594107,515389,1130,1782,0.817,,,
4/08/2021,Delaware,1096340,1341515,594903,515850,1295,1786,0.817,,,
5/08/2021,Delaware,1098339,1345015,596160,516584,1999,1815,0.817,,,
6/08/2021,Delaware,1100549,1352155,597555,517378,2210,1812,0.814,,,
7/08/2021,Delaware,1102644,1355915,598901,518140,2095,1772,0.813,,,
8/08/2021,Delaware,1104715,1355915,600191,518919,2071,1774,0.815,,,
9/08/2021,Delaware,1106367,1355915,601201,519502,1652,1779,0.816,,,
10/08/2021,Delaware,1107520,1355915,601953,519962,1153,1782,0.817,,,
11/08/2021,Delaware,1109125,1359035,602903,520614,1605,1826,0.816,,,
12/08/2021,Delaware,1110361,1364275,603689,521087,1236,1717,0.814,,,
13/08/2021,Delaware,1112702,1372625,605027,522104,2341,1736,0.811,,,
14/08/2021,Delaware,1115629,1381315,606818,523257,2927,1855,0.808,,,
15/08/2021,Delaware,1115654,1381315,606921,523315,25,1563,0.808,,,
16/08/2021,Delaware,1119368,1381315,608891,524770,3714,1857,0.81,,,
17/08/2021,Delaware,1120565,1382945,609575,525051,1197,1864,0.81,,,
18/08/2021,Delaware,1122349,1395625,610487,525774,1784,1889,0.804,,,
19/08/2021,Delaware,1124885,1407585,611730,526710,2536,2075,0.799,,,
20/08/2021,Delaware,1127503,1419605,612975,527769,2618,2114,0.794,,,
21/08/2021,Delaware,1130266,1420925,614221,528902,2763,2091,0.795,,,
22/08/2021,Delaware,1130315,1420925,614353,528985,49,2094,0.795,,,
23/08/2021,Delaware,1134865,1420925,616365,530796,4550,2214,0.799,,,
24/08/2021,Delaware,1136124,1420925,616937,531368,1259,2223,0.8,,,
25/08/2021,Delaware,1137714,1422655,617690,532119,1590,2195,0.8,,,
26/08/2021,Delaware,1140472,1437555,618952,533348,2758,2227,0.793,,,
27/08/2021,Delaware,1143157,1451735,620164,534691,2685,2236,0.787,36654.0,,
28/08/2021,Delaware,1145983,1453205,621419,535914,2826,2245,0.789,37070.0,,
29/08/2021,Delaware,1148553,1455445,622613,537021,2570,2605,0.789,37422.0,,
30/08/2021,Delaware,1150781,1455445,623498,537982,2228,2274,0.791,37828.0,,
31/08/2021,Delaware,1152144,1457035,624092,538656,1363,2289,0.791,37944.0,,
1/09/2021,Delaware,1153782,1461995,624871,539442,1638,2295,0.789,38076.0,,
2/09/2021,Delaware,1156347,1466655,625906,540571,2565,2268,0.788,38539.0,,
3/09/2021,Delaware,1158978,1472585,627003,541834,2631,2260,0.787,38881.0,,
4/09/2021,Delaware,1161247,1482145,627891,542975,2269,2181,0.783,39172.0,,
5/09/2021,Delaware,,,,,,1967,,,,
6/09/2021,Delaware,,,,,,1802,,,,
7/09/2021,Delaware,1164472,1482145,629240,544474,,1761,0.786,39612.0,,
8/09/2021,Delaware,1166222,1482145,629948,545313,1750,1777,0.787,39853.0,,
9/09/2021,Delaware,1167634,1499165,630533,546061,1412,1612,0.779,39978.0,,
10/09/2021,Delaware,1169590,1500985,631364,547024,1956,1516,0.779,40236.0,,
11/09/2021,Delaware,1169682,1507435,631554,547143,92,1205,0.776,40036.0,,
12/09/2021,Delaware,1170006,1507435,631866,547223,324,1098,0.776,39982.0,,
13/09/2021,Delaware,1174582,1507435,633875,549441,4576,1598,0.779,40610.0,,
14/09/2021,Delaware,1175951,1507635,634553,550091,1369,1640,0.78,40693.0,,
15/09/2021,Delaware,1176098,1515635,634741,550184,147,1411,0.776,40570.0,,
16/09/2021,Delaware,1176206,1518895,634910,550338,108,1225,0.774,40392.0,,
17/09/2021,Delaware,1181812,1529095,637298,552883,5606,1746,0.773,41211.0,,
18/09/2021,Delaware,1181909,1529335,637422,552968,97,1747,0.773,41111.0,,
19/09/2021,Delaware,1182141,1529335,637713,553048,232,1734,0.773,40988.0,,
20/09/2021,Delaware,1182145,1529335,637762,553093,4,1080,0.773,40902.0,,
21/09/2021,Delaware,1182160,1530035,637824,553129,15,887,0.773,40826.0,,
22/09/2021,Delaware,1188260,1545245,640190,555924,6100,1737,0.769,41904.0,,
23/09/2021,Delaware,1188342,1550285,640330,556034,82,1734,0.767,41749.0,,
24/09/2021,Delaware,1192360,1555525,641885,557757,4018,1507,0.767,42603.0,,
25/09/2021,Delaware,1192421,1556085,642008,557847,61,1502,0.766,42462.0,,
26/09/2021,Delaware,1192544,1556085,642316,557929,123,1486,0.766,42217.0,,
27/09/2021,Delaware,1192563,1556085,642345,557955,19,1488,0.766,42186.0,,
28/09/2021,Delaware,1192588,1556605,642448,558004,25,1490,0.766,42061.0,,
29/09/2021,Delaware,1202441,1556605,645716,561186,9853,2026,0.772,45592.0,,
30/09/2021,Delaware,1202549,1556725,645849,561269,108,2030,0.772,45500.0,,
1/10/2021,Delaware,1202699,1561865,645970,561343,150,1477,0.77,45469.0,,
2/10/2021,Delaware,1210081,1562485,648445,563727,7382,2523,0.774,48227.0,,
3/10/2021,Delaware,1210172,1563375,648648,563798,91,2518,0.774,48055.0,,
4/10/2021,Delaware,1210172,1563375,648760,563838,0,2516,0.774,47909.0,,
5/10/2021,Delaware,1210173,1563375,648821,563872,1,2512,0.774,47823.0,,
6/10/2021,Delaware,1222765,1565475,652297,566618,12592,2903,0.781,54286.0,,
7/10/2021,Delaware,1229897,1570095,653344,567487,7132,3907,0.783,59538.0,,
8/10/2021,Delaware,1234411,1579875,654696,568699,4514,4530,0.781,61548.0,,
9/10/2021,Delaware,1234536,1582875,654870,568801,125,3494,0.78,61409.0,,
10/10/2021,Delaware,,,,,,3842,,,,
11/10/2021,Delaware,,,,,,4203,,,,
12/10/2021,Delaware,1242123,1584875,657171,570316,,4564,0.784,65274.0,,
13/10/2021,Delaware,1243897,1592225,657690,570763,1774,3019,0.781,66111.0,,
14/10/2021,Delaware,1248188,1595585,658795,572172,4291,2613,0.782,67950.0,,
15/10/2021,Delaware,1251151,1608695,659706,573019,2963,2391,0.778,69219.0,,
16/10/2021,Delaware,1253353,1612195,660369,573524,2202,2688,0.777,70302.0,,
17/10/2021,Delaware,1257825,1611495,661496,574602,4472,2966,0.781,72612.0,,
18/10/2021,Delaware,1260523,1611495,662294,575240,2698,2990,0.782,73916.0,,
19/10/2021,Delaware,1262063,1611915,662847,575739,1540,2849,0.783,74412.0,,
20/10/2021,Delaware,1264504,1612475,663531,576369,2441,2944,0.784,75614.0,,
21/10/2021,Delaware,1268810,1618635,664438,577295,4306,2946,0.784,78139.0,,
22/10/2021,Delaware,1272284,1629445,665727,578337,3474,3019,0.781,79380.0,,
23/10/2021,Delaware,1275546,1632535,666545,579053,3262,3170,0.781,81166.0,,
24/10/2021,Delaware,1279997,1632535,667493,579807,4451,3167,0.784,83965.0,,
25/10/2021,Delaware,1283811,1632535,668180,580366,3814,3327,0.786,86553.0,,
26/10/2021,Delaware,1286334,1642375,668761,580729,2523,3467,0.783,88137.0,,
27/10/2021,Delaware,1290219,1657815,669542,581269,3885,3674,0.778,90736.0,,
28/10/2021,Delaware,1290314,1672295,669849,581375,95,3072,0.772,90435.0,,
29/10/2021,Delaware,1290456,1698295,669987,581433,142,2596,0.76,90386.0,,
30/10/2021,Delaware,1290577,1708865,670177,581483,121,2147,0.755,90275.0,,
31/10/2021,Delaware,1290723,1708865,670446,581584,146,1532,0.755,90070.0,,
1/11/2021,Delaware,1290754,1708665,670602,581639,31,992,0.755,89902.0,,
2/11/2021,Delaware,1323613,1727825,676226,585425,32859,5326,0.766,113542.0,,
3/11/2021,Delaware,1323750,1740405,676471,585496,137,4790,0.761,113377.0,,
4/11/2021,Delaware,1323940,1751025,676753,585615,190,4804,0.756,113185.0,,
5/11/2021,Delaware,1324094,1759225,676938,585705,154,4805,0.753,113085.0,,
6/11/2021,Delaware,1324230,1760605,677195,585811,136,4808,0.752,112883.0,,
7/11/2021,Delaware,1324364,1763365,677424,585901,134,4806,0.751,112724.0,,
8/11/2021,Delaware,1324440,1763365,677537,586008,76,4812,0.751,112593.0,,
9/11/2021,Delaware,1348976,1768425,682650,588971,24536,3623,0.763,129290.0,,
10/11/2021,Delaware,1349096,1771105,682850,589049,120,3621,0.762,129148.0,,
11/11/2021,Delaware,,,,,,3614,,,,
12/11/2021,Delaware,1349387,1810465,683278,589185,,3613,0.745,128903.0,,
13/11/2021,Delaware,1349606,1825335,683575,589267,219,3625,0.739,128777.0,,
14/11/2021,Delaware,1349702,1825195,683781,589332,96,3620,0.739,128623.0,,
15/11/2021,Delaware,1349854,1824855,683950,589353,152,3631,0.74,128593.0,,
16/11/2021,Delaware,1349854,1826155,684157,589403,0,125,0.739,128354.0,,
17/11/2021,Delaware,1386027,1827855,693519,593149,36173,5276,0.758,151697.0,,
18/11/2021,Delaware,,,,,,5279,,,,
19/11/2021,Delaware,,,,,,5283,,,,
20/11/2021,Delaware,,,,,,5276,,,,
21/11/2021,Delaware,,,,,,5286,,,,
22/11/2021,Delaware,,,,,,5289,,,,
23/11/2021,Delaware,1387043,1849875,694689,593225,,5313,0.75,151521.0,,
24/11/2021,Delaware,1387212,1856355,694961,593295,169,169,0.747,151369.0,,
25/11/2021,Delaware,,,,,,155,,,,
26/11/2021,Delaware,,,,,,141,,,,
27/11/2021,Delaware,,,,,,127,,,,
28/11/2021,Delaware,,,,,,113,,,,
29/11/2021,Delaware,1387562,1847815,695704,593485,,98,0.751,150828.0,,
30/11/2021,Delaware,1446819,1859875,711525,599832,59257,8539,0.778,188488.0,,
1/12/2021,Delaware,1446917,1865905,711684,599899,98,8529,0.775,188366.0,,
2/12/2021,Delaware,1455576,1876175,713938,601627,8659,9756,0.776,193136.0,,
3/12/2021,Delaware,1459772,1885655,715085,602363,4196,10346,0.774,195546.0,,
4/12/2021,Delaware,1459889,1883695,715365,602450,117,10352,0.775,195316.0,,
5/12/2021,Delaware,1460015,1882015,715537,602487,126,10360,0.776,195236.0,,
6/12/2021,Delaware,1460016,1880895,715772,602585,1,10351,0.776,194918.0,,
7/12/2021,Delaware,1460017,1885035,715982,602666,1,1885,0.775,194642.0,,
