location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred,,,,,
Austria,4/03/2022,0-4,1,1,0,,,,,
Austria,4/03/2022,10-14,48,44,10,,,,,
Austria,4/03/2022,15-17,78,74,33,,,,,
Austria,4/03/2022,18-24,82,78,52,,,,,
Austria,4/03/2022,25-49,81,78,58,,,,,
Austria,4/03/2022,5-9,24,21,0,,,,,
Austria,4/03/2022,50-59,85,83,70,,,,,
Austria,4/03/2022,60-69,91,89,78,,,,,
Austria,4/03/2022,70-79,91,89,80,,,,,
Austria,4/03/2022,80+,103,100,86,,,,,
Austria,11/03/2022,0-4,1,1,0,,,,,
Austria,11/03/2022,10-14,48,44,10,,,,,
Austria,11/03/2022,15-17,78,74,34,,,,,
Austria,11/03/2022,18-24,82,78,53,,,,,
Austria,11/03/2022,25-49,81,78,58,,,,,
Austria,11/03/2022,5-9,24,21,0,,,,,
Austria,11/03/2022,50-59,86,83,70,,,,,
Austria,11/03/2022,60-69,91,89,79,,,,,
Austria,11/03/2022,70-79,91,89,80,,,,,
Austria,11/03/2022,80+,103,100,87,,,,,
Austria,18/03/2022,0-4,1,1,0,,,,,
Austria,18/03/2022,10-14,48,44,10,,,,,
Austria,18/03/2022,15-17,78,74,34,,,,,
Austria,18/03/2022,18-24,82,78,53,,,,,
Austria,18/03/2022,25-49,81,78,58,,,,,
Austria,18/03/2022,5-9,24,21,0,,,,,
Austria,18/03/2022,50-59,86,83,70,,,,,
Austria,18/03/2022,60-69,91,89,79,,,,,
Austria,18/03/2022,70-79,91,89,81,,,,,
Austria,18/03/2022,80+,103,100,87,,,,,
Austria,25/03/2022,0-4,1,1,0,,,,,
Austria,25/03/2022,10-14,48,44,10,,,,,
Austria,25/03/2022,15-17,79,74,35,,,,,
Austria,25/03/2022,18-24,82,78,53,,,,,
Austria,25/03/2022,25-49,81,78,58,,,,,
Austria,25/03/2022,5-9,24,21,0,,,,,
Austria,25/03/2022,50-59,86,84,70,,,,,
Austria,25/03/2022,60-69,91,89,79,,,,,
Austria,25/03/2022,70-79,91,89,81,,,,,
Austria,25/03/2022,80+,103,100,87,,,,,
Austria,1/04/2022,0-4,1,1,0,,,,,
Austria,1/04/2022,10-14,48,44,11,,,,,
Austria,1/04/2022,15-17,79,74,35,,,,,
Austria,1/04/2022,18-24,82,78,53,,,,,
Austria,1/04/2022,25-49,81,78,58,,,,,
Austria,1/04/2022,5-9,24,21,0,,,,,
Austria,1/04/2022,50-59,86,84,70,,,,,
Austria,1/04/2022,60-69,91,90,79,,,,,
Austria,1/04/2022,70-79,91,89,81,,,,,
Austria,1/04/2022,80+,103,100,87,,,,,
Austria,8/04/2022,0-4,1,1,0,,,,,
Austria,8/04/2022,10-14,48,44,11,,,,,
Austria,8/04/2022,15-17,79,74,35,,,,,
Austria,8/04/2022,18-24,82,78,54,,,,,
Austria,8/04/2022,25-49,81,78,58,,,,,
Austria,8/04/2022,5-9,24,21,0,,,,,
Austria,8/04/2022,50-59,86,84,70,,,,,
Austria,8/04/2022,60-69,91,90,79,,,,,
Austria,8/04/2022,70-79,91,89,81,,,,,
Austria,8/04/2022,80+,103,100,87,,,,,
Austria,15/04/2022,0-4,1,1,0,,,,,
Austria,15/04/2022,10-14,48,44,11,,,,,
Austria,15/04/2022,15-17,79,74,36,,,,,
Austria,15/04/2022,18-24,82,78,54,,,,,
Austria,15/04/2022,25-49,81,78,59,,,,,
Austria,15/04/2022,5-9,24,21,0,,,,,
Austria,15/04/2022,50-59,86,84,71,,,,,
Austria,15/04/2022,60-69,91,90,79,,,,,
Austria,15/04/2022,70-79,91,89,81,,,,,
Austria,15/04/2022,80+,103,100,87,,,,,
Austria,22/04/2022,0-4,1,1,0,,,,,
Austria,22/04/2022,10-14,48,44,11,,,,,
Austria,22/04/2022,15-17,79,74,36,,,,,
Austria,22/04/2022,18-24,82,78,54,,,,,
Austria,22/04/2022,25-49,81,78,59,,,,,
Austria,22/04/2022,5-9,24,22,0,,,,,
Austria,22/04/2022,50-59,86,84,71,,,,,
Austria,22/04/2022,60-69,91,90,79,,,,,
Austria,22/04/2022,70-79,91,89,81,,,,,
Austria,22/04/2022,80+,103,100,87,,,,,
Austria,29/04/2022,0-4,1,1,0,,,,,
Austria,29/04/2022,10-14,48,44,11,,,,,
Austria,29/04/2022,15-17,79,74,36,,,,,
Austria,29/04/2022,18-24,82,78,54,,,,,
Austria,29/04/2022,25-49,81,78,59,,,,,
Austria,29/04/2022,5-9,24,22,0,,,,,
Austria,29/04/2022,50-59,86,84,71,,,,,
Austria,29/04/2022,60-69,91,90,80,,,,,
Austria,29/04/2022,70-79,91,90,81,,,,,
Austria,29/04/2022,80+,103,100,87,,,,,
Austria,6/05/2022,0-4,1,1,0,,,,,
Austria,6/05/2022,10-14,48,44,11,,,,,
Austria,6/05/2022,15-17,79,74,37,,,,,
Austria,6/05/2022,18-24,82,78,54,,,,,
Austria,6/05/2022,25-49,81,78,59,,,,,
Austria,6/05/2022,5-9,24,22,0,,,,,
Austria,6/05/2022,50-59,86,84,71,,,,,
Austria,6/05/2022,60-69,91,90,80,,,,,
Austria,6/05/2022,70-79,91,90,82,,,,,
Austria,6/05/2022,80+,103,100,88,,,,,
Austria,13/05/2022,0-4,1,1,0,,,,,
Austria,13/05/2022,10-14,48,44,12,,,,,
Austria,13/05/2022,15-17,79,74,37,,,,,
Austria,13/05/2022,18-24,82,78,54,,,,,
Austria,13/05/2022,25-49,82,78,59,,,,,
Austria,13/05/2022,5-9,24,22,0,,,,,
Austria,13/05/2022,50-59,86,84,71,,,,,
Austria,13/05/2022,60-69,91,90,80,,,,,
Austria,13/05/2022,70-79,91,90,82,,,,,
Austria,13/05/2022,80+,103,100,88,,,,,
Austria,20/05/2022,0-4,1,1,0,,,,,
Austria,20/05/2022,10-14,48,44,12,,,,,
Austria,20/05/2022,15-17,79,74,37,,,,,
Austria,20/05/2022,18-24,82,78,55,,,,,
Austria,20/05/2022,25-49,82,78,59,,,,,
Austria,20/05/2022,5-9,24,22,0,,,,,
Austria,20/05/2022,50-59,86,84,72,,,,,
Austria,20/05/2022,60-69,91,90,80,,,,,
Austria,20/05/2022,70-79,91,90,82,,,,,
Austria,20/05/2022,80+,103,100,88,,,,,
Austria,27/05/2022,0-4,1,1,0,,,,,
Austria,27/05/2022,10-14,48,44,12,,,,,
Austria,27/05/2022,15-17,79,74,37,,,,,
Austria,27/05/2022,18-24,83,78,55,,,,,
Austria,27/05/2022,25-49,82,78,60,,,,,
Austria,27/05/2022,5-9,24,22,0,,,,,
Austria,27/05/2022,50-59,86,84,72,,,,,
Austria,27/05/2022,60-69,91,90,80,,,,,
Austria,27/05/2022,70-79,91,90,82,,,,,
Austria,27/05/2022,80+,103,100,88,,,,,
Austria,3/06/2022,0-4,1,1,0,,,,,
Austria,3/06/2022,10-14,48,44,12,,,,,
Austria,3/06/2022,15-17,79,74,37,,,,,
Austria,3/06/2022,18-24,83,78,55,,,,,
Austria,3/06/2022,25-49,82,78,60,,,,,
Austria,3/06/2022,5-9,24,22,0,,,,,
Austria,3/06/2022,50-59,86,84,72,,,,,
Austria,3/06/2022,60-69,91,90,80,,,,,
Austria,3/06/2022,70-79,91,90,82,,,,,
Austria,3/06/2022,80+,103,100,88,,,,,
Austria,10/06/2022,0-4,1,1,0,,,,,
Austria,10/06/2022,10-14,48,44,12,,,,,
Austria,10/06/2022,15-17,79,74,38,,,,,
Austria,10/06/2022,18-24,83,78,55,,,,,
Austria,10/06/2022,25-49,82,78,60,,,,,
Austria,10/06/2022,5-9,24,22,0,,,,,
Austria,10/06/2022,50-59,86,84,72,,,,,
Austria,10/06/2022,60-69,91,90,80,,,,,
Austria,10/06/2022,70-79,91,90,82,,,,,
Austria,10/06/2022,80+,103,100,88,,,,,
Austria,17/06/2022,0-4,1,1,0,,,,,
Austria,17/06/2022,10-14,48,45,12,,,,,
Austria,17/06/2022,15-17,79,74,38,,,,,
Austria,17/06/2022,18-24,83,78,55,,,,,
Austria,17/06/2022,25-49,82,78,60,,,,,
Austria,17/06/2022,5-9,24,22,0,,,,,
Austria,17/06/2022,50-59,86,84,72,,,,,
Austria,17/06/2022,60-69,91,90,81,,,,,
Austria,17/06/2022,70-79,91,90,82,,,,,
Austria,17/06/2022,80+,103,100,88,,,,,
Austria,24/06/2022,0-4,1,1,0,,,,,
Austria,24/06/2022,10-14,48,45,12,,,,,
Austria,24/06/2022,15-17,79,74,38,,,,,
Austria,24/06/2022,18-24,83,78,55,,,,,
Austria,24/06/2022,25-49,82,78,60,,,,,
Austria,24/06/2022,5-9,24,22,0,,,,,
Austria,24/06/2022,50-59,86,84,72,,,,,
Austria,24/06/2022,60-69,91,90,81,,,,,
Austria,24/06/2022,70-79,91,90,82,,,,,
Austria,24/06/2022,80+,103,100,88,,,,,
Austria,1/07/2022,0-4,1,1,0,,,,,
Austria,1/07/2022,10-14,48,45,13,,,,,
Austria,1/07/2022,15-17,79,74,38,,,,,
Austria,1/07/2022,18-24,83,78,55,,,,,
Austria,1/07/2022,25-49,82,78,60,,,,,
Austria,1/07/2022,5-9,24,22,0,,,,,
Austria,1/07/2022,50-59,86,84,72,,,,,
Austria,1/07/2022,60-69,91,90,81,,,,,
Austria,1/07/2022,70-79,91,90,82,,,,,
Austria,1/07/2022,80+,103,100,89,,,,,
Austria,8/07/2022,0-4,1,1,0,,,,,
Austria,8/07/2022,10-14,48,45,13,,,,,
Austria,8/07/2022,15-17,79,74,38,,,,,
Austria,8/07/2022,18-24,83,78,55,,,,,
Austria,8/07/2022,25-49,82,78,60,,,,,
Austria,8/07/2022,5-9,24,22,1,,,,,
Austria,8/07/2022,50-59,86,84,72,,,,,
Austria,8/07/2022,60-69,91,90,81,,,,,
Austria,8/07/2022,70-79,91,90,83,,,,,
Austria,8/07/2022,80+,103,100,89,,,,,
Austria,15/07/2022,0-4,1,1,0,,,,,
Austria,15/07/2022,10-14,48,45,13,,,,,
Austria,15/07/2022,15-17,79,74,39,,,,,
Austria,15/07/2022,18-24,83,78,56,,,,,
Austria,15/07/2022,25-49,82,78,60,,,,,
Austria,15/07/2022,5-9,24,22,1,,,,,
Austria,15/07/2022,50-59,86,84,72,,,,,
Austria,15/07/2022,60-69,91,90,81,,,,,
Austria,15/07/2022,70-79,91,90,83,,,,,
Austria,15/07/2022,80+,103,100,89,,,,,
Austria,22/07/2022,0-4,1,1,0,,,,,
Austria,22/07/2022,10-14,48,45,14,,,,,
Austria,22/07/2022,15-17,79,74,39,,,,,
Austria,22/07/2022,18-24,83,78,56,,,,,
Austria,22/07/2022,25-49,82,78,60,,,,,
Austria,22/07/2022,5-9,24,22,1,,,,,
Austria,22/07/2022,50-59,86,84,72,,,,,
Austria,22/07/2022,60-69,91,90,81,,,,,
Austria,22/07/2022,70-79,91,90,83,,,,,
Austria,22/07/2022,80+,103,100,89,,,,,
Austria,29/07/2022,0-4,1,1,0,,,,,
Austria,29/07/2022,10-14,48,45,14,,,,,
Austria,29/07/2022,15-17,79,74,39,,,,,
Austria,29/07/2022,18-24,83,78,56,,,,,
Austria,29/07/2022,25-49,82,79,60,,,,,
Austria,29/07/2022,5-9,24,22,1,,,,,
Austria,29/07/2022,50-59,86,84,72,,,,,
Austria,29/07/2022,60-69,91,90,81,,,,,
Austria,29/07/2022,70-79,91,90,83,,,,,
Austria,29/07/2022,80+,103,100,89,,,,,
Austria,5/08/2022,0-4,1,1,0,,,,,
Austria,5/08/2022,10-14,48,45,14,,,,,
Austria,5/08/2022,15-17,79,74,39,,,,,
Austria,5/08/2022,18-24,83,78,56,,,,,
Austria,5/08/2022,25-49,82,79,60,,,,,
Austria,5/08/2022,5-9,24,22,1,,,,,
Austria,5/08/2022,50-59,86,84,72,,,,,
Austria,5/08/2022,60-69,91,90,81,,,,,
Austria,5/08/2022,70-79,91,90,83,,,,,
Austria,5/08/2022,80+,103,100,89,,,,,
Austria,12/08/2022,0-4,1,1,0,,,,,
Austria,12/08/2022,10-14,48,45,14,,,,,
Austria,12/08/2022,15-17,79,74,39,,,,,
Austria,12/08/2022,18-24,83,78,56,,,,,
Austria,12/08/2022,25-49,82,79,60,,,,,
Austria,12/08/2022,5-9,24,22,1,,,,,
Austria,12/08/2022,50-59,86,84,72,,,,,
Austria,12/08/2022,60-69,91,90,81,,,,,
Austria,12/08/2022,70-79,91,90,83,,,,,
Austria,12/08/2022,80+,103,100,89,,,,,
Austria,19/08/2022,0-4,1,1,0,,,,,
Austria,19/08/2022,10-14,48,45,14,,,,,
Austria,19/08/2022,15-17,79,74,39,,,,,
Austria,19/08/2022,18-24,83,78,56,,,,,
Austria,19/08/2022,25-49,82,79,60,,,,,
Austria,19/08/2022,5-9,24,22,1,,,,,
Austria,19/08/2022,50-59,86,84,72,,,,,
Austria,19/08/2022,60-69,91,90,81,,,,,
Austria,19/08/2022,70-79,91,90,83,,,,,
Austria,19/08/2022,80+,103,100,89,,,,,
Austria,26/08/2022,0-4,2,1,0,,,,,
Austria,26/08/2022,10-14,49,45,15,,,,,
Austria,26/08/2022,15-17,79,74,40,,,,,
Austria,26/08/2022,18-24,83,78,56,,,,,
Austria,26/08/2022,25-49,82,79,61,,,,,
Austria,26/08/2022,5-9,24,22,2,,,,,
Austria,26/08/2022,50-59,86,84,73,,,,,
Austria,26/08/2022,60-69,91,90,81,,,,,
Austria,26/08/2022,70-79,91,90,83,,,,,
Austria,26/08/2022,80+,103,100,89,,,,,
Austria,2/09/2022,0-4,2,1,0,,,,,
Austria,2/09/2022,10-14,49,45,15,,,,,
Austria,2/09/2022,15-17,79,75,40,,,,,
Austria,2/09/2022,18-24,83,78,56,,,,,
Austria,2/09/2022,25-49,82,79,61,,,,,
Austria,2/09/2022,5-9,24,22,2,,,,,
Austria,2/09/2022,50-59,86,84,73,,,,,
Austria,2/09/2022,60-69,91,90,81,,,,,
Austria,2/09/2022,70-79,91,90,83,,,,,
Austria,2/09/2022,80+,103,100,89,,,,,
Austria,9/09/2022,0-4,2,1,0,,,,,
Austria,9/09/2022,10-14,49,45,16,,,,,
Austria,9/09/2022,15-17,79,75,40,,,,,
Austria,9/09/2022,18-24,83,78,56,,,,,
Austria,9/09/2022,25-49,82,79,61,,,,,
Austria,9/09/2022,5-9,25,22,3,,,,,
Austria,9/09/2022,50-59,86,84,73,,,,,
Austria,9/09/2022,60-69,91,90,81,,,,,
Austria,9/09/2022,70-79,91,90,83,,,,,
Austria,9/09/2022,80+,103,100,89,,,,,
Austria,16/09/2022,0-4,2,1,0,,,,,
Austria,16/09/2022,10-14,49,45,16,,,,,
Austria,16/09/2022,15-17,79,75,40,,,,,
Austria,16/09/2022,18-24,83,78,56,,,,,
Austria,16/09/2022,25-49,82,79,61,,,,,
Austria,16/09/2022,5-9,25,22,3,,,,,
Austria,16/09/2022,50-59,86,84,73,,,,,
Austria,16/09/2022,60-69,91,90,81,,,,,
Austria,16/09/2022,70-79,91,90,83,,,,,
Austria,16/09/2022,80+,103,100,90,,,,,
Austria,23/09/2022,0-4,2,1,0,,,,,
Austria,23/09/2022,10-14,49,45,16,,,,,
Austria,23/09/2022,15-17,79,75,40,,,,,
Austria,23/09/2022,18-24,83,78,56,,,,,
Austria,23/09/2022,25-49,82,79,61,,,,,
Austria,23/09/2022,5-9,25,22,3,,,,,
Austria,23/09/2022,50-59,86,84,73,,,,,
Austria,23/09/2022,60-69,91,90,81,,,,,
Austria,23/09/2022,70-79,91,90,83,,,,,
Austria,23/09/2022,80+,103,100,90,,,,,
Austria,30/09/2022,0-4,2,1,0,,,,,
Austria,30/09/2022,10-14,49,45,16,,,,,
Austria,30/09/2022,15-17,79,75,40,,,,,
Austria,30/09/2022,18-24,83,78,56,,,,,
Austria,30/09/2022,25-49,82,79,61,,,,,
Austria,30/09/2022,5-9,25,22,3,,,,,
Austria,30/09/2022,50-59,86,84,73,,,,,
Austria,30/09/2022,60-69,91,90,82,,,,,
Austria,30/09/2022,70-79,91,90,83,,,,,
Austria,30/09/2022,80+,103,100,90,,,,,
Austria,7/10/2022,0-4,2,1,0,,,,,
Austria,7/10/2022,10-14,49,45,16,,,,,
Austria,7/10/2022,15-17,79,75,40,,,,,
Austria,7/10/2022,18-24,83,78,56,,,,,
Austria,7/10/2022,25-49,82,79,61,,,,,
Austria,7/10/2022,5-9,25,22,4,,,,,
Austria,7/10/2022,50-59,86,84,73,,,,,
Austria,7/10/2022,60-69,91,90,82,,,,,
Austria,7/10/2022,70-79,91,90,83,,,,,
Austria,7/10/2022,80+,103,100,90,,,,,
Austria,14/10/2022,0-4,2,1,0,,,,,
Austria,14/10/2022,10-14,49,45,17,,,,,
Austria,14/10/2022,15-17,79,75,40,,,,,
Austria,14/10/2022,18-24,83,78,56,,,,,
Austria,14/10/2022,25-49,82,79,61,,,,,
Austria,14/10/2022,5-9,25,22,4,,,,,
Austria,14/10/2022,50-59,86,84,73,,,,,
Austria,14/10/2022,60-69,91,90,82,,,,,
Austria,14/10/2022,70-79,91,90,83,,,,,
Austria,14/10/2022,80+,103,100,90,,,,,
Austria,21/10/2022,0-4,2,1,0,,,,,
Austria,21/10/2022,10-14,49,45,17,,,,,
Austria,21/10/2022,15-17,79,75,40,,,,,
Austria,21/10/2022,18-24,83,78,56,,,,,
Austria,21/10/2022,25-49,82,79,61,,,,,
Austria,21/10/2022,5-9,25,22,4,,,,,
Austria,21/10/2022,50-59,86,84,73,,,,,
Austria,21/10/2022,60-69,91,90,82,,,,,
Austria,21/10/2022,70-79,91,90,83,,,,,
Austria,21/10/2022,80+,103,100,90,,,,,
Austria,28/10/2022,0-4,2,1,0,,,,,
Austria,28/10/2022,10-14,49,45,17,,,,,
Austria,28/10/2022,15-17,79,75,40,,,,,
Austria,28/10/2022,18-24,83,78,56,,,,,
Austria,28/10/2022,25-49,82,79,61,,,,,
Austria,28/10/2022,5-9,25,22,4,,,,,
Austria,28/10/2022,50-59,86,84,73,,,,,
Austria,28/10/2022,60-69,91,90,82,,,,,
Austria,28/10/2022,70-79,91,90,84,,,,,
Austria,28/10/2022,80+,103,100,90,,,,,
Austria,4/11/2022,0-4,2,1,0,,,,,
Austria,4/11/2022,10-14,49,45,17,,,,,
Austria,4/11/2022,15-17,79,75,40,,,,,
Austria,4/11/2022,18-24,83,78,56,,,,,
Austria,4/11/2022,25-49,82,79,61,,,,,
Austria,4/11/2022,5-9,25,22,5,,,,,
Austria,4/11/2022,50-59,86,84,73,,,,,
Austria,4/11/2022,60-69,91,90,82,,,,,
Austria,4/11/2022,70-79,91,90,84,,,,,
Austria,4/11/2022,80+,103,100,90,,,,,
Austria,11/11/2022,0-4,2,2,0,,,,,
Austria,11/11/2022,10-14,49,45,17,,,,,
Austria,11/11/2022,15-17,79,75,41,,,,,
Austria,11/11/2022,18-24,83,79,57,,,,,
Austria,11/11/2022,25-49,82,79,61,,,,,
Austria,11/11/2022,5-9,25,22,5,,,,,
Austria,11/11/2022,50-59,86,84,73,,,,,
Austria,11/11/2022,60-69,91,90,82,,,,,
Austria,11/11/2022,70-79,91,90,84,,,,,
Austria,11/11/2022,80+,103,100,90,,,,,
Austria,18/11/2022,0-4,2,2,0,,,,,
Austria,18/11/2022,10-14,49,45,17,,,,,
Austria,18/11/2022,15-17,79,75,41,,,,,
Austria,18/11/2022,18-24,83,79,57,,,,,
Austria,18/11/2022,25-49,82,79,61,,,,,
Austria,18/11/2022,5-9,25,22,5,,,,,
Austria,18/11/2022,50-59,86,84,73,,,,,
Austria,18/11/2022,60-69,91,90,82,,,,,
Austria,18/11/2022,70-79,91,90,84,,,,,
Austria,18/11/2022,80+,103,100,90,,,,,
Austria,25/11/2022,0-4,2,2,0,,,,,
Austria,25/11/2022,10-14,49,45,18,,,,,
Austria,25/11/2022,15-17,79,75,41,,,,,
Austria,25/11/2022,18-24,83,79,57,,,,,
Austria,25/11/2022,25-49,82,79,61,,,,,
Austria,25/11/2022,5-9,25,22,5,,,,,
Austria,25/11/2022,50-59,86,84,73,,,,,
Austria,25/11/2022,60-69,91,90,82,,,,,
Austria,25/11/2022,70-79,91,90,84,,,,,
Austria,25/11/2022,80+,103,100,90,,,,,
Austria,2/12/2022,0-4,2,2,0,,,,,
Austria,2/12/2022,10-14,49,45,18,,,,,
Austria,2/12/2022,15-17,79,75,41,,,,,
Austria,2/12/2022,18-24,83,79,57,,,,,
Austria,2/12/2022,25-49,82,79,61,,,,,
Austria,2/12/2022,5-9,25,22,5,,,,,
Austria,2/12/2022,50-59,86,84,73,,,,,
Austria,2/12/2022,60-69,91,90,82,,,,,
Austria,2/12/2022,70-79,91,90,84,,,,,
Austria,2/12/2022,80+,103,100,90,,,,,
Austria,9/12/2022,0-4,2,2,0,,,,,
Austria,9/12/2022,10-14,49,45,18,,,,,
Austria,9/12/2022,15-17,79,75,41,,,,,
Austria,9/12/2022,18-24,83,79,57,,,,,
Austria,9/12/2022,25-49,82,79,61,,,,,
Austria,9/12/2022,5-9,25,22,5,,,,,
Austria,9/12/2022,50-59,86,84,73,,,,,
Austria,9/12/2022,60-69,91,90,82,,,,,
Austria,9/12/2022,70-79,91,90,84,,,,,
Austria,9/12/2022,80+,103,100,90,,,,,
Austria,16/12/2022,0-4,2,2,0,,,,,
Austria,16/12/2022,10-14,49,45,18,,,,,
Austria,16/12/2022,15-17,79,75,41,,,,,
Austria,16/12/2022,18-24,83,79,57,,,,,
Austria,16/12/2022,25-49,82,79,61,,,,,
Austria,16/12/2022,5-9,25,22,5,,,,,
Austria,16/12/2022,50-59,86,84,73,,,,,
Austria,16/12/2022,60-69,91,90,82,,,,,
Austria,16/12/2022,70-79,91,90,84,,,,,
Austria,16/12/2022,80+,103,100,90,,,,,
Austria,23/12/2022,0-4,2,2,0,,,,,
Austria,23/12/2022,10-14,49,45,18,,,,,
Austria,23/12/2022,15-17,79,75,41,,,,,
Austria,23/12/2022,18-24,83,79,57,,,,,
Austria,23/12/2022,25-49,82,79,61,,,,,
Austria,23/12/2022,5-9,25,22,5,,,,,
Austria,23/12/2022,50-59,86,84,73,,,,,
Austria,23/12/2022,60-69,91,90,82,,,,,
Austria,23/12/2022,70-79,91,90,84,,,,,
Austria,23/12/2022,80+,103,100,90,,,,,
Austria,30/12/2022,0-4,2,2,0,,,,,
Austria,30/12/2022,10-14,49,45,18,,,,,
Austria,30/12/2022,15-17,79,75,41,,,,,
Austria,30/12/2022,18-24,83,79,57,,,,,
Austria,30/12/2022,25-49,82,79,61,,,,,
Austria,30/12/2022,5-9,25,22,5,,,,,
Austria,30/12/2022,50-59,86,84,73,,,,,
Austria,30/12/2022,60-69,91,90,82,,,,,
Austria,30/12/2022,70-79,91,90,84,,,,,
Austria,30/12/2022,80+,103,100,90,,,,,
Austria,6/01/2023,0-4,2,2,0,,,,,
Austria,6/01/2023,10-14,49,45,18,,,,,
Austria,6/01/2023,15-17,79,75,41,,,,,
Austria,6/01/2023,18-24,83,79,57,,,,,
Austria,6/01/2023,25-49,82,79,61,,,,,
Austria,6/01/2023,5-9,25,22,5,,,,,
Austria,6/01/2023,50-59,86,84,73,,,,,
Austria,6/01/2023,60-69,91,90,82,,,,,
Austria,6/01/2023,70-79,91,90,84,,,,,
Austria,6/01/2023,80+,103,100,90,,,,,
Austria,13/01/2023,0-4,2,2,0,,,,,
Austria,13/01/2023,10-14,49,45,18,,,,,
Austria,13/01/2023,15-17,79,75,41,,,,,
Austria,13/01/2023,18-24,83,79,57,,,,,
Austria,13/01/2023,25-49,82,79,61,,,,,
Austria,13/01/2023,5-9,25,22,5,,,,,
Austria,13/01/2023,50-59,86,84,73,,,,,
Austria,13/01/2023,60-69,91,90,82,,,,,
Austria,13/01/2023,70-79,91,90,84,,,,,
Austria,13/01/2023,80+,103,100,90,,,,,
Austria,20/01/2023,0-4,2,2,0,,,,,
Austria,20/01/2023,10-14,49,45,18,,,,,
Austria,20/01/2023,15-17,79,75,41,,,,,
Austria,20/01/2023,18-24,83,79,57,,,,,
Austria,20/01/2023,25-49,82,79,61,,,,,
Austria,20/01/2023,5-9,25,22,6,,,,,
Austria,20/01/2023,50-59,86,84,73,,,,,
Austria,20/01/2023,60-69,91,90,82,,,,,
Austria,20/01/2023,70-79,91,90,84,,,,,
Austria,20/01/2023,80+,103,100,90,,,,,
Austria,27/01/2023,0-4,2,2,1,,,,,
Austria,27/01/2023,10-14,49,45,18,,,,,
Austria,27/01/2023,15-17,79,75,41,,,,,
Austria,27/01/2023,18-24,83,79,57,,,,,
Austria,27/01/2023,25-49,82,79,61,,,,,
Austria,27/01/2023,5-9,25,22,6,,,,,
Austria,27/01/2023,50-59,86,84,73,,,,,
Austria,27/01/2023,60-69,91,90,82,,,,,
Austria,27/01/2023,70-79,91,90,84,,,,,
Austria,27/01/2023,80+,103,100,90,,,,,
Austria,3/02/2023,0-4,2,2,1,,,,,
Austria,3/02/2023,10-14,49,45,18,,,,,
Austria,3/02/2023,15-17,79,75,41,,,,,
Austria,3/02/2023,18-24,83,79,57,,,,,
Austria,3/02/2023,25-49,82,79,61,,,,,
Austria,3/02/2023,5-9,25,22,6,,,,,
Austria,3/02/2023,50-59,86,84,73,,,,,
Austria,3/02/2023,60-69,91,90,82,,,,,
Austria,3/02/2023,70-79,91,90,84,,,,,
Austria,3/02/2023,80+,103,100,90,,,,,
Austria,10/02/2023,0-4,2,2,1,,,,,
Austria,10/02/2023,10-14,49,45,18,,,,,
Austria,10/02/2023,15-17,79,75,41,,,,,
Austria,10/02/2023,18-24,83,79,57,,,,,
Austria,10/02/2023,25-49,82,79,61,,,,,
Austria,10/02/2023,5-9,25,22,6,,,,,
Austria,10/02/2023,50-59,86,84,73,,,,,
Austria,10/02/2023,60-69,91,90,82,,,,,
Austria,10/02/2023,70-79,91,90,84,,,,,
Austria,10/02/2023,80+,103,100,90,,,,,
Austria,17/02/2023,0-4,2,2,1,,,,,
Austria,17/02/2023,10-14,49,45,18,,,,,
Austria,17/02/2023,15-17,79,75,41,,,,,
Austria,17/02/2023,18-24,83,79,57,,,,,
Austria,17/02/2023,25-49,82,79,61,,,,,
Austria,17/02/2023,5-9,25,22,6,,,,,
Austria,17/02/2023,50-59,86,84,73,,,,,
Austria,17/02/2023,60-69,91,90,82,,,,,
Austria,17/02/2023,70-79,91,90,84,,,,,
Austria,17/02/2023,80+,103,100,90,,,,,
Austria,24/02/2023,0-4,2,2,1,,,,,
Austria,24/02/2023,10-14,49,45,18,,,,,
Austria,24/02/2023,15-17,79,75,41,,,,,
Austria,24/02/2023,18-24,83,79,57,,,,,
Austria,24/02/2023,25-49,82,79,61,,,,,
Austria,24/02/2023,5-9,25,22,6,,,,,
Austria,24/02/2023,50-59,86,84,73,,,,,
Austria,24/02/2023,60-69,91,90,82,,,,,
Austria,24/02/2023,70-79,91,90,84,,,,,
Austria,24/02/2023,80+,103,100,90,,,,,
Austria,3/03/2023,0-4,2,2,1,,,,,
Austria,3/03/2023,10-14,49,45,18,,,,,
Austria,3/03/2023,15-17,79,75,41,,,,,
Austria,3/03/2023,18-24,83,79,57,,,,,
Austria,3/03/2023,25-49,82,79,61,,,,,
Austria,3/03/2023,5-9,25,22,6,,,,,
Austria,3/03/2023,50-59,86,84,73,,,,,
Austria,3/03/2023,60-69,91,90,82,,,,,
Austria,3/03/2023,70-79,91,90,84,,,,,
Austria,3/03/2023,80+,103,100,90,,,,,
Austria,10/03/2023,0-4,2,2,1,,,,,
Austria,10/03/2023,10-14,49,45,18,,,,,
Austria,10/03/2023,15-17,79,75,41,,,,,
Austria,10/03/2023,18-24,83,79,57,,,,,
Austria,10/03/2023,25-49,82,79,61,,,,,
Austria,10/03/2023,5-9,25,22,6,,,,,
Austria,10/03/2023,50-59,86,84,73,,,,,
Austria,10/03/2023,60-69,91,90,82,,,,,
